onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.014	15.001	Hypothesis	island	10.014	3	28.015	5
37.015	15	Hypothesis	abandoned	33.031	4	52.015	5
61.015	15.001	Hypothesis	hospital	57.032	4	76.016	5
86.016	15.001	Hypothesis	corporation1	81.016	5	101.017	5
111.017	15	Hypothesis	earth1	106.033	5	126.017	5
134.017	15.001	Hypothesis	pond	131.034	3	149.018	5
169.018	15.001	Synonym	received	164.018	5	184.019	5
192.019	15	Synonym	notice	189.036	3	207.019	5
216.02	15	Synonym	mutating	212.036	4	231.02	5
239.02	15.001	Synonym	eating	236.037	3	254.021	5
263.021	15	Synonym	evolve	259.021	4	278.021	5
288.022	15	Synonym	taught	283.038	5	303.022	5
323.023	15	Synonym	stain	318.022	5	338.023	5
346.023	15.001	Synonym	claim	343.023	3	361.024	5
370.024	15	Synonym	spills	366.024	4	385.024	5
393.024	15.001	Synonym	removed	390.041	3	408.025	5
417.025	15.001	Synonym	vanished	413.025	4	432.026	5
442.026	15	Synonym	seek	437.026	5	457.026	5
475.027	15	Hypothesis	forest1	472.027	3	490.027	5
499.027	15.001	Hypothesis	university	495.044	4	514.028	5
524.011	15.017	Hypothesis	desert2	519.028	5	539.028	5
549.012	15	Hypothesis	city	544.029	5	564.012	5
572.013	15	Hypothesis	jungle	569.029	3	587.013	5
596.013	15.001	Hypothesis	earth4	592.03	4	611.014	5
