onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14	15	Hypothesis	desert1	9.999	4	29	5
39	15.001	Hypothesis	largecity2	34.017	5	54.001	5
62.001	15	Hypothesis	zoo1	59.001	3	77.001	5
85.002	15	Hypothesis	smallvillage2	82.018	3	100.002	5
109.002	15.001	Hypothesis	earth3	105.019	4	124.003	5
134.003	15	Hypothesis	ocean1	129.003	5	149.003	5
167.004	15	Synonym	deter	164.004	3	182.004	5
190.004	15.001	Synonym	guard	187.021	3	205.005	5
214.005	15	Synonym	banned	210.005	4	229.005	5
238.006	15	Synonym	overtaken	234.022	4	253.006	5
263.006	15.001	Synonym	administering	258.006	5	278.007	5
288.007	15	Synonym	split	283.024	5	303.007	5
321.008	15	Synonym	use	318.008	3	336.008	5
346.009	15	Synonym	grown	341.025	5	361.009	5
370.026	14.984	Synonym	refracted	366.009	4	385.01	5
394.01	15	Synonym	crumble	390.01	4	409.01	5
417.011	15	Synonym	sleep	414.011	3	432.011	5
442.011	15.001	Synonym	allow	437.011	5	457.012	5
476.996	15	Hypothesis	bottom	471.995	5	491.996	5
500.996	15.001	Hypothesis	beach	497.029	4	515.997	5
524.997	15.017	Hypothesis	highway	521.03	4	540.014	5
548.014	15.001	Hypothesis	largecity1	545.031	3	563.015	5
573.015	15	Hypothesis	forest2	568.031	5	588.015	5
596.016	15	Hypothesis	newplanet	593.032	3	611.016	5
