onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.518	18.5	AUT	candle	10.018	1.5
31.518	18.501	AUT	bucket	30.018	1.5
51.519	18.5	AUT	pillow	50.019	1.5
71.519	18.501	AUT	fork	70.019	1.5
91.52	18.5	AUT	brick	90.02	1.5
111.52	28.501	AUT	lamp	110.02	1.5
141.521	18.501	META	picture	140.021	1.5
161.522	18.5	META	swimmer	160.022	1.5
181.522	18.501	META	hat	180.022	1.5
201.523	18.5	META	bread	200.023	1.5
221.523	18.501	META	star	220.023	1.5
241.524	28.501	META	room	240.024	1.5
271.525	18.5	DA	grass	270.025	1.5
291.525	18.501	DA	sword	290.025	1.5
311.526	18.5	DA	glove	310.026	1.5
331.526	18.501	DA	statue	330.026	1.5
351.527	18.5	DA	palace	350.027	1.5
371.527	28.501	DA	subway	370.027	1.5
401.528	18.484	BAT	big_open	400.028	1.5
421.512	18.501	BAT	sweet_soft	420.012	1.5
441.513	18.5	BAT	round_white	440.013	1.5
461.513	18.501	BAT	liquid_healthy	460.013	1.5
481.514	18.5	BAT	small_wet	480.014	1.5
501.514	28.501	BAT	smooth_angular	500.014	1.5
531.515	18.501	CA	bench	530.015	1.5
551.516	18.5	CA	coat	550.016	1.5
571.516	18.501	CA	costume	570.016	1.5
591.517	18.5	CA	dock	590.017	1.5
611.517	18.501	CA	drum	610.017	1.5
