onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.021	15	Synonym	deter	10.021	4	29.021	5
38.021	15.001	Synonym	guard	34.021	4	53.022	5
63.022	15	Synonym	banned	58.022	5	78.022	5
86.023	15	Synonym	overtaken	83.022	3	101.023	5
109.023	15	Synonym	administering	106.023	3	124.023	5
134.024	15	Synonym	split	129.024	5	149.024	5
167.025	15	Hypothesis	desert1	164.025	3	182.025	5
192.025	15.001	Hypothesis	largecity2	187.025	5	207.026	5
217.026	15	Hypothesis	zoo1	212.026	5	232.026	5
241.026	15.001	Hypothesis	smallvillage2	237.026	4	256.027	5
264.027	15	Hypothesis	earth3	261.027	3	279.027	5
288.028	15	Hypothesis	ocean1	284.028	4	303.028	5
323.012	15	Hypothesis	bottom	318.028	5	338.012	5
346.012	15.001	Hypothesis	beach	343.029	3	361.013	5
369.013	15	Hypothesis	highway	366.03	3	384.013	5
393.014	15	Hypothesis	largecity1	389.03	4	408.014	5
417.014	15.001	Hypothesis	forest2	413.014	4	432.015	5
442.015	15	Hypothesis	newplanet	437.031	5	457.015	5
477.016	15	Synonym	use	472.016	5	492.016	5
501.017	15	Synonym	grown	497.033	4	516.017	5
525.017	15	Synonym	refracted	521.017	4	540.017	5
548.018	15	Synonym	crumble	545.034	3	563.018	5
573.018	15.001	Synonym	sleep	568.035	5	588.019	5
596.019	15	Synonym	allow	593.019	3	611.019	5
