onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.016	15.001	Hypothesis	island	10.016	5	30.017	5
39.017	15	Hypothesis	abandoned	35.033	4	54.017	5
62.018	15	Hypothesis	hospital	59.017	3	77.018	5
87.018	15.001	Hypothesis	corporation1	82.035	5	102.019	5
111.019	15	Hypothesis	earth1	107.035	4	126.019	5
134.019	15.001	Hypothesis	pond	131.019	3	149.02	5
167.02	15.001	Synonym	received	164.02	3	182.021	5
192.021	15.001	Synonym	notice	187.038	5	207.022	5
217.022	15	Synonym	mutating	212.038	5	232.022	5
240.022	15.001	Synonym	eating	237.022	3	255.023	5
264.023	15	Synonym	evolve	260.04	4	279.023	5
288.007	15	Synonym	taught	284.024	4	303.007	5
321.008	15	Synonym	stain	318.008	3	336.008	5
346.009	15	Synonym	claim	341.008	5	361.009	5
370.009	15.001	Synonym	spills	366.009	4	385.01	5
393.01	15	Synonym	removed	390.01	3	408.01	5
418.011	15	Synonym	vanished	413.01	5	433.011	5
442.011	15.001	Synonym	seek	438.011	4	457.012	5
476.996	15	Hypothesis	forest1	471.995	5	491.996	5
500.996	15.001	Hypothesis	university	497.029	4	515.997	5
524.997	15	Hypothesis	desert2	521.013	4	539.997	5
547.998	15	Hypothesis	city	545.014	3	562.998	5
572.998	15.001	Hypothesis	jungle	568.015	5	587.999	5
595.999	15	Hypothesis	earth4	593.015	3	610.999	5
