onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.025	15	Hypothesis	desert1	10.025	3	28.025	5
37.025	15.001	Hypothesis	largecity2	33.025	4	52.026	5
60.026	15	Hypothesis	zoo1	57.043	3	75.026	5
84.027	15	Hypothesis	smallvillage2	80.027	4	99.027	5
109.027	15.001	Hypothesis	earth3	104.044	5	124.028	5
134.011	15.018	Hypothesis	ocean1	129.028	5	149.029	5
169.012	15.001	Synonym	deter	164.012	5	184.013	5
194.013	15.001	Synonym	guard	189.03	5	209.014	5
218.014	15	Synonym	banned	214.014	4	233.014	5
242.015	15	Synonym	overtaken	238.031	4	257.015	5
265.015	15.001	Synonym	administering	262.032	3	280.016	5
288.016	15	Synonym	split	285.032	3	303.016	5
322.017	15	Synonym	use	318.017	4	337.017	5
347.018	15	Synonym	grown	342.034	5	362.018	5
371.018	15.001	Synonym	refracted	367.035	4	386.019	5
396.019	15	Synonym	crumble	391.035	5	411.019	5
419.02	15	Synonym	sleep	416.02	3	434.02	5
442.02	15.001	Synonym	allow	439.02	3	457.021	5
475.021	15.001	Hypothesis	bottom	472.021	3	490.022	5
500.022	15	Hypothesis	beach	495.038	5	515.022	5
525.023	15	Hypothesis	highway	520.023	5	540.023	5
549.023	15.001	Hypothesis	largecity1	545.023	4	564.024	5
572.024	15	Hypothesis	forest2	569.024	3	587.024	5
596.025	15	Hypothesis	newplanet	592.025	4	611.025	5
