onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.102	5	association_1_same_context	41	1	S	quarter	1.102	5	6.102	1	12.102	3.5
15.602	5	association_2_same_context	41	2	S	quarter	1.102	5	6.102	9.5	20.602	8
28.602	5.001	association_1_different_context	42	1	D	peak	23.619	4	27.602	1	33.603	3.5
37.103	5	association_2_different_context	42	2	D	peak	23.619	4	27.602	9.501	42.103	7
49.103	5	association_1_different_context	43	1	D	dip	45.12	3	48.103	1	54.103	3.5
57.603	5	association_2_different_context	43	2	D	dip	45.12	3	48.103	9.5	62.603	8.501
71.104	5	association_1_different_context	44	1	D	sweep	65.62	4.5	70.104	1	76.104	3.5
79.604	5	association_2_different_context	44	2	D	sweep	65.62	4.5	70.104	9.5	84.604	7.5
92.104	5	association_1_different_context	45	1	D	foot	87.621	3.5	91.104	1	97.104	3.5
100.604	5.001	association_2_different_context	45	2	D	foot	87.621	3.5	91.104	9.5	105.605	9
114.605	5	association_1_same_context	46	1	S	suit	108.621	5	113.605	1	119.605	3.5
123.105	5	association_2_same_context	46	2	S	suit	108.621	5	113.605	9.5	128.105	8.501
136.606	5	association_1_same_context	47	1	S	mix	131.122	4.5	135.605	1.001	141.606	3.5
145.106	5	association_2_same_context	47	2	S	mix	131.122	4.5	135.605	9.501	150.106	8
158.106	5	association_1_different_context	48	1	D	trail	153.106	4	157.106	1	163.106	3.5
166.606	5.001	association_2_different_context	48	2	D	trail	153.106	4	157.106	9.5	171.607	7
178.607	5	association_1_same_context	49	1	S	chunk	174.623	3	177.607	1	183.607	3.5
187.107	5	association_2_same_context	49	2	S	chunk	174.623	3	177.607	9.5	192.107	7.5
199.607	5.001	association_1_same_context	50	1	S	scrap	195.124	3.5	198.607	1	204.608	3.5
208.108	5	association_2_same_context	50	2	S	scrap	195.124	3.5	198.607	9.501	213.108	-208.002
