onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.622	5	association_1_different_context	31	1	D	flag	1.122	4.5	5.622	1	11.622	3.5
15.122	5	association_2_different_context	31	2	D	flag	1.122	4.5	5.622	9.5	20.122	7.5
27.622	5	association_1_different_context	32	1	D	launch	23.122	3.5	26.622	1	32.622	3.501
36.123	5	association_2_different_context	32	2	D	launch	23.122	3.5	26.622	9.501	41.123	9
50.123	5	association_1_different_context	33	1	D	road	44.139	5	49.123	1	55.123	3.5
58.623	5	association_2_different_context	33	2	D	road	44.139	5	49.123	9.5	63.623	7.501
71.124	5	association_1_same_context	34	1	S	flow	66.64	3.5	70.123	1.001	76.124	3.5
79.624	5	association_2_same_context	34	2	S	flow	66.64	3.5	70.123	9.501	84.624	7
91.624	5	association_1_same_context	35	1	S	display	87.624	3	90.624	1	96.624	3.5
100.124	5	association_2_same_context	35	2	S	display	87.624	3	90.624	9.5	105.124	8.001
113.125	5	association_1_same_context	36	1	S	dozen	108.141	4	112.125	1	118.125	3.5
121.625	5	association_2_same_context	36	2	S	dozen	108.141	4	112.125	9.5	126.625	7
133.625	5	association_1_different_context	37	1	D	twist	129.625	3	132.625	1	138.625	3.501
142.126	5	association_2_different_context	37	2	D	twist	129.625	3	132.625	9.501	147.126	8.5
155.626	5	association_1_different_context	38	1	D	spot	150.126	4.5	154.626	1	160.626	3.5
164.126	5.001	association_2_different_context	38	2	D	spot	150.126	4.5	154.626	9.5	169.127	8
177.127	5	association_1_same_context	39	1	S	city	172.126	4	176.127	1	182.127	3.5
185.627	5	association_2_same_context	39	2	S	city	172.126	4	176.127	9.5	190.627	9
199.627	5	association_1_same_context	40	1	S	hill	193.627	5	198.627	1	204.627	3.5
208.127	5.001	association_2_same_context	40	2	S	hill	193.627	5	198.627	9.5	213.128	-206.026
