onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.018	15	Hypothesis	desert1	10.018	5	30.018	5
38.018	15.001	Hypothesis	largecity2	35.018	3	53.019	5
63.019	15	Hypothesis	zoo1	58.036	5	78.019	5
87.02	15	Hypothesis	smallvillage2	83.036	4	102.02	5
111.02	15.001	Hypothesis	earth3	107.02	4	126.021	5
134.021	15	Hypothesis	ocean1	131.021	3	149.021	5
167.022	15	Synonym	deter	164.022	3	182.022	5
190.023	15	Synonym	guard	187.022	3	205.023	5
215.023	15.001	Synonym	banned	210.023	5	230.024	5
239.024	15	Synonym	overtaken	235.024	4	254.024	5
264.025	15	Synonym	administering	259.024	5	279.025	5
288.025	15.001	Synonym	split	284.025	4	303.026	5
323.026	15.001	Synonym	use	318.026	5	338.027	5
348.027	15	Synonym	grown	343.027	5	363.027	5
371.027	15.001	Synonym	refracted	368.027	3	386.028	5
394.028	15.001	Synonym	crumble	391.028	3	409.029	5
418.012	15.001	Synonym	sleep	414.029	4	433.013	5
442.013	15	Synonym	allow	438.029	4	457.013	5
476.997	15	Hypothesis	bottom	471.997	5	491.997	5
500.998	15	Hypothesis	beach	496.998	4	515.998	5
523.998	15.001	Hypothesis	highway	521.132	3	538.999	5
548.999	15	Hypothesis	largecity1	544.032	5	563.999	5
573	15	Hypothesis	forest2	569	4	588	5
596	15.001	Hypothesis	newplanet	593	3	611.001	5
