onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.503	18.5	BAT	slow_thick	10.003	1.5
31.503	18.501	BAT	fresh_green	30.003	1.5
51.504	18.501	BAT	dry_brown	50.004	1.5
71.505	18.5	BAT	fast_exciting	70.005	1.5
91.505	18.501	BAT	precious_hard	90.005	1.5
111.506	28.5	BAT	heavy_warm	110.006	1.5
141.506	18.501	DA	alley	140.006	1.5
161.507	18.501	DA	log	160.007	1.5
181.508	18.517	DA	seat	180.008	1.5
201.508	18.501	DA	coin	200.025	1.483
221.509	18.5	DA	fence	220.009	1.5
241.509	28.518	DA	branch	240.009	1.5
271.527	18.5	META	dog	270.027	1.5
291.527	18.501	META	wind	290.027	1.5
311.528	18.5	META	friend	310.028	1.5
331.528	18.484	META	sun	330.028	1.5
351.512	18.501	META	plant	350.012	1.5
371.513	28.501	META	pillow	370.013	1.5
401.514	18.5	CA	gum	400.014	1.5
421.514	18.501	CA	ladder	420.014	1.5
441.515	18.5	CA	mail	440.015	1.5
461.515	18.501	CA	screen	460.015	1.5
481.516	18.501	CA	robot	480.016	1.5
501.516	28.501	CA	train	500.017	1.499
531.517	18.501	AUT	knife	530.017	1.5
551.518	18.5	AUT	broom	550.018	1.5
571.518	18.501	AUT	pencil	570.018	1.5
591.519	18.5	AUT	lighter	590.019	1.5
611.52	18.5	AUT	purse	610.019	1.501
