onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.022	15.001	Synonym	deter	10.022	3	28.023	5
37.023	15	Synonym	guard	33.023	4	52.023	5
60.023	15.001	Synonym	banned	57.023	3	75.024	5
85.024	15.001	Synonym	overtaken	80.024	5	100.025	5
109.025	15	Synonym	administering	105.025	4	124.025	5
134.026	15	Synonym	split	129.025	5	149.026	5
169.026	15.001	Hypothesis	desert1	164.026	5	184.027	5
193.027	15.001	Hypothesis	largecity2	189.027	4	208.028	5
216.028	15	Hypothesis	zoo1	213.028	3	231.028	5
239.028	14.984	Hypothesis	smallvillage2	236.028	3	254.012	5
264.012	15.001	Hypothesis	earth3	259.012	5	279.013	5
288.013	15.001	Hypothesis	ocean1	284.013	4	303.014	5
321.014	15	Hypothesis	bottom	318.014	3	336.014	5
346.015	15	Hypothesis	beach	341.015	5	361.015	5
369.015	15.001	Hypothesis	highway	366.015	3	384.016	5
394.016	15	Hypothesis	largecity1	389.016	5	409.016	5
418.017	15	Hypothesis	forest2	414.017	4	433.017	5
442.017	15.001	Hypothesis	newplanet	438.017	4	457.018	5
476.018	15.001	Synonym	use	472.018	4	491.019	5
499.019	15	Synonym	grown	496.019	3	514.019	5
522.02	15	Synonym	refracted	519.02	3	537.02	5
547.02	15.001	Synonym	crumble	542.02	5	562.021	5
571.021	15	Synonym	sleep	567.021	4	586.021	5
596.022	15	Synonym	allow	591.021	5	611.022	5
