onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.596	5	association_1_same_context	21	1	S	forge	1.096	4.5	5.596	1	11.596	3.501
15.097	5	association_2_same_context	21	2	S	forge	1.096	4.5	5.596	9.501	20.097	8.5
28.597	5.017	association_1_different_context	22	1	D	cross	23.113	4.5	27.597	1	33.614	3.483
37.097	5.017	association_2_different_context	22	2	D	cross	23.113	4.5	27.597	9.5	42.114	6.983
49.097	5.001	association_1_different_context	23	1	D	height	45.114	3	48.097	1	54.098	3.5
57.598	5	association_2_different_context	23	2	D	height	45.114	3	48.097	9.501	62.598	8.017
70.615	4.983	association_1_different_context	24	1	D	spark	65.631	4	69.598	1.017	75.598	3.5
79.098	5	association_2_different_context	24	2	D	spark	65.631	4	69.598	9.5	84.098	9.001
93.099	5	association_1_same_context	25	1	S	den	87.132	5	92.115	0.984	98.099	3.517
101.616	4.983	association_2_same_context	25	2	S	den	87.132	5	92.115	9.501	106.599	7.5
114.099	5	association_1_same_context	26	1	S	list	109.633	3.5	113.116	0.983	119.099	3.517
122.616	5	association_2_same_context	26	2	S	list	109.633	3.5	113.116	9.5	127.616	9.001
136.617	5	association_1_same_context	27	1	S	exit	130.633	5	135.617	1	141.617	3.5
145.117	5	association_2_same_context	27	2	S	exit	130.633	5	135.617	9.5	150.117	7
157.117	5	association_1_different_context	28	1	D	mat	153.15	3	156.117	1	162.117	3.5
165.617	5.001	association_2_different_context	28	2	D	mat	153.15	3	156.117	9.5	170.618	8
178.618	5	association_1_different_context	29	1	D	lookout	173.634	4	177.618	1	183.618	3.5
187.118	5	association_2_different_context	29	2	D	lookout	173.634	4	177.618	9.5	192.118	7.5
199.618	5.001	association_1_same_context	30	1	S	fold	195.135	3.5	198.618	1	204.619	3.5
208.119	5	association_2_same_context	30	2	S	fold	195.135	3.5	198.618	9.501	213.119	-205.991
