onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.022	15.001	Hypothesis	island	10.022	4	29.023	5
39.023	15.001	Hypothesis	abandoned	34.023	5	54.024	5
62.024	15	Hypothesis	hospital	59.024	3	77.024	5
85.025	15	Hypothesis	corporation1	82.041	3	100.025	5
109.025	15.001	Hypothesis	earth1	105.025	4	124.026	5
134.026	15	Hypothesis	pond	129.026	5	149.026	5
167.027	15	Synonym	received	164.027	3	182.027	5
192.028	15	Synonym	notice	187.044	5	207.028	5
216.028	15.001	Synonym	mutating	212.028	4	231.029	5
239.029	14.984	Synonym	eating	236.029	3	254.013	5
264.03	14.983	Synonym	evolve	259.013	5	279.013	5
288.03	14.984	Synonym	taught	284.03	4	303.014	5
323.031	14.984	Synonym	stain	318.014	5	338.015	5
346.032	14.984	Synonym	claim	343.032	3	361.016	5
371.033	14.983	Synonym	spills	366.049	5	386.016	5
395.033	14.984	Synonym	removed	391.016	4	410.017	5
418.017	15.001	Synonym	vanished	415.034	3	433.018	5
442.018	15	Synonym	seek	438.034	4	457.018	5
475.019	15	Hypothesis	forest1	472.019	3	490.019	5
499.019	15.001	Hypothesis	university	495.036	4	514.02	5
524.02	15.001	Hypothesis	desert2	519.02	5	539.021	5
547.021	15	Hypothesis	city	544.021	3	562.021	5
572.021	15.001	Hypothesis	jungle	567.021	5	587.022	5
596.022	15.001	Hypothesis	earth4	592.039	4	611.023	5
