onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.004	15.017	Hypothesis	desert1	10.004	5	30.021	5
38.021	15.001	Hypothesis	largecity2	35.021	3	53.022	5
62.022	15	Hypothesis	zoo1	58.039	4	77.022	5
86.023	15	Hypothesis	smallvillage2	82.022	4	101.023	5
109.023	15.001	Hypothesis	earth3	106.04	3	124.024	5
134.024	15	Hypothesis	ocean1	129.024	5	149.024	5
167.025	15	Synonym	deter	164.025	3	182.025	5
191.026	15	Synonym	guard	187.042	4	206.026	5
214.026	15.001	Synonym	banned	211.026	3	229.027	5
239.027	15.001	Synonym	overtaken	234.027	5	254.028	5
264.028	15	Synonym	administering	259.027	5	279.028	5
288.028	15.001	Synonym	split	284.028	4	303.029	5
323.029	15.001	Synonym	use	318.029	5	338.03	5
347.03	15	Synonym	grown	343.03	4	362.03	5
371.031	15	Synonym	refracted	367.031	4	386.031	5
394.015	15.017	Synonym	crumble	391.031	3	409.032	5
419.015	15.001	Synonym	sleep	414.015	5	434.016	5
442.016	15	Synonym	allow	439.016	3	457.016	5
475.017	15	Hypothesis	bottom	472.017	3	490.017	5
498.018	15	Hypothesis	beach	495.034	3	513.018	5
522.018	15.001	Hypothesis	highway	518.035	4	537.019	5
547.019	15	Hypothesis	largecity1	542.035	5	562.019	5
572.02	15	Hypothesis	forest2	567.036	5	587.02	5
596.02	15.001	Hypothesis	newplanet	592.037	4	611.021	5
