onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
12.998	15.001	Synonym	deter	9.998	3	27.999	5
36.999	15.001	Synonym	guard	32.999	4	52	5
61	15	Synonym	banned	57	4	76	5
84	15.001	Synonym	overtaken	81	3	99.001	5
109.001	15.001	Synonym	administering	104.001	5	124.002	5
134.002	15	Synonym	split	129.002	5	149.002	5
169.003	15	Hypothesis	desert1	164.003	5	184.003	5
194.003	15.001	Hypothesis	largecity2	189.003	5	209.004	5
218.004	15.001	Hypothesis	zoo1	214.004	4	233.005	5
241.005	15	Hypothesis	smallvillage2	238.005	3	256.005	5
265.005	15.001	Hypothesis	earth3	261.005	4	280.006	5
288.006	15.001	Hypothesis	ocean1	285.006	3	303.007	5
323.007	15	Hypothesis	bottom	318.007	5	338.007	5
347.008	15	Hypothesis	beach	343.008	4	362.008	5
370.025	14.984	Hypothesis	highway	367.008	3	385.009	5
395.009	15	Hypothesis	largecity1	390.009	5	410.009	5
418.01	15.017	Hypothesis	forest2	415.026	3	433.027	5
442.027	15	Hypothesis	newplanet	438.027	4	457.027	5
476.028	15	Synonym	use	472.028	4	491.028	5
499.029	14.983	Synonym	grown	496.029	3	514.012	5
523.013	15	Synonym	refracted	519.012	4	538.013	5
546.013	15.001	Synonym	crumble	543.013	3	561.014	5
571.014	15	Synonym	sleep	566.014	5	586.014	5
596.015	15	Synonym	allow	591.014	5	611.015	5
