onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.617	5	association_1_different_context	51	1	D	plank	1.117	3.5	4.617	1	10.617	3.5
6.119	5	association_1_different_context	61	1	D	plank	1.119	4	5.119	1	11.119	3.5
14.117	5	association_2_different_context	51	2	D	plank	1.117	3.5	4.617	9.5	19.117	9.001
14.619	5	association_2_different_context	61	2	D	plank	1.119	4	5.119	9.5	19.619	8.5
28.118	5	association_1_different_context	52	1	D	bell	22.134	5	27.118	1	33.118	3.5
28.119	5.001	association_1_different_context	62	1	D	bell	22.636	4.5	27.119	1	33.12	3.5
36.618	5	association_2_different_context	52	2	D	bell	22.134	5	27.118	9.5	41.618	8
36.62	5	association_2_different_context	62	2	D	bell	22.636	4.5	27.119	9.501	41.62	7
48.62	5	association_1_same_context	63	1	S	alarm	44.637	3	47.62	1	53.62	3.5
49.618	5	association_1_same_context	53	1	S	alarm	44.635	4	48.618	1	54.618	3.5
57.12	5	association_2_same_context	63	2	S	alarm	44.637	3	47.62	9.5	62.12	7.501
58.118	5.001	association_2_same_context	53	2	S	alarm	44.635	4	48.618	9.5	63.119	9
69.621	5	association_1_different_context	64	1	D	chain	65.137	3.5	68.621	1	74.621	3.5
72.119	5	association_1_different_context	54	1	D	chain	66.135	5	71.119	1	77.119	3.5
78.121	5	association_2_different_context	64	2	D	chain	65.137	3.5	68.621	9.5	83.121	9
80.619	5	association_2_different_context	54	2	D	chain	66.135	5	71.119	9.5	85.619	7
92.121	5	association_1_same_context	65	1	S	contact	86.138	5	91.121	1	97.121	3.501
92.619	5.001	association_1_same_context	55	1	S	contact	88.619	3	91.619	1	97.62	3.5
100.622	5	association_2_same_context	65	2	S	contact	86.138	5	91.121	9.501	105.622	7.5
101.12	5	association_2_same_context	55	2	S	contact	88.619	3	91.619	9.501	106.12	7
113.12	5	association_1_different_context	56	1	D	touch	109.12	3	112.12	1	118.12	3.5
113.122	5	association_1_different_context	66	1	D	touch	108.638	3.5	112.122	1	118.122	3.5
121.62	5	association_2_different_context	56	2	D	touch	109.12	3	112.12	9.5	126.62	7.501
121.622	5	association_2_different_context	66	2	D	touch	108.638	3.5	112.122	9.5	126.622	7
133.622	5.001	association_1_same_context	67	1	S	dent	129.639	3	132.622	1	138.623	3.5
134.121	5	association_1_same_context	57	1	S	dent	129.637	3.5	133.121	1	139.121	3.5
142.123	5	association_2_same_context	67	2	S	dent	129.639	3	132.622	9.501	147.123	9
142.621	5	association_2_same_context	57	2	S	dent	129.637	3.5	133.121	9.5	147.621	8.5
156.121	5	association_1_different_context	58	1	D	lobby	150.638	4.5	155.121	1	161.121	3.5
156.123	5	association_1_different_context	68	1	D	lobby	150.14	5	155.123	1	161.123	3.5
164.621	5.001	association_2_different_context	58	2	D	lobby	150.638	4.5	155.121	9.5	169.622	8.5
164.623	5	association_2_different_context	68	2	D	lobby	150.14	5	155.123	9.5	169.623	8.501
178.122	5	association_1_same_context	59	1	S	market	172.638	4.5	177.122	1	183.122	3.5
178.124	5	association_1_same_context	69	1	S	market	172.64	4.5	177.124	1	183.124	3.5
186.622	5	association_2_same_context	59	2	S	market	172.638	4.5	177.122	9.5	191.622	8
186.624	5	association_2_same_context	69	2	S	market	172.64	4.5	177.124	9.5	191.624	8
199.622	5.001	association_1_same_context	60	1	S	slide	194.639	4	198.622	1	204.623	3.5
199.624	5	association_1_same_context	70	1	S	slide	194.624	4	198.624	1	204.624	3.501
208.123	5	association_2_same_context	60	2	S	slide	194.639	4	198.622	9.501	213.123	-207.004
208.125	5	association_2_same_context	70	2	S	slide	194.624	4	198.624	9.501	213.125	n/a
