onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.12	5	association_1_different_context	31	1	D	flag	1.12	4	5.12	1	11.12	3.501
14.621	5	association_2_different_context	31	2	D	flag	1.12	4	5.12	9.501	19.621	8
27.621	5	association_1_different_context	32	1	D	launch	22.637	4	26.621	1	32.621	3.5
36.121	5	association_2_different_context	32	2	D	launch	22.637	4	26.621	9.5	41.121	7.501
48.622	5	association_1_different_context	33	1	D	road	44.121	3.5	47.622	1	53.622	3.5
57.122	5	association_2_different_context	33	2	D	road	44.121	3.5	47.622	9.5	62.122	7
69.122	5	association_1_same_context	34	1	S	flow	65.155	3	68.122	1	74.122	3.5
77.622	5	association_2_same_context	34	2	S	flow	65.155	3	68.122	9.5	82.622	7.501
90.123	5	association_1_same_context	35	1	S	display	85.639	3.5	89.123	1	95.123	3.5
98.623	5	association_2_same_context	35	2	S	display	85.639	3.5	89.123	9.5	103.623	7
110.623	5	association_1_same_context	36	1	S	dozen	106.623	3	109.623	1	115.623	3.501
119.124	5	association_2_same_context	36	2	S	dozen	106.623	3	109.623	9.501	124.124	9
133.124	5	association_1_different_context	37	1	D	twist	127.124	5	132.124	1	138.124	3.5
141.624	5	association_2_different_context	37	2	D	twist	127.124	5	132.124	9.5	146.624	8.5
155.124	5.001	association_1_different_context	38	1	D	spot	149.641	4.5	154.124	1	160.125	3.5
163.625	5	association_2_different_context	38	2	D	spot	149.641	4.5	154.124	9.501	168.625	8.5
177.125	5.001	association_1_same_context	39	1	S	city	171.625	4.5	176.125	1	182.126	3.499
185.625	5.001	association_2_same_context	39	2	S	city	171.625	4.5	176.125	9.5	190.626	9
199.626	5	association_1_same_context	40	1	S	hill	193.626	5	198.626	1	204.626	3.5
208.126	5	association_2_same_context	40	2	S	hill	193.626	5	198.626	9.5	213.126	-206.515
