onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.615	5	association_1_same_context	11	1	S	blow	1.115	3.5	4.615	1	10.615	3.5
14.115	5	association_2_same_context	11	2	S	blow	1.115	3.5	4.615	9.5	19.115	7
26.115	5.001	association_1_different_context	12	1	D	globe	22.132	3	25.115	1	31.116	3.5
34.616	5	association_2_different_context	12	2	D	globe	22.132	3	25.115	9.501	39.616	7.5
47.116	5	association_1_same_context	13	1	S	leap	42.633	3.5	46.116	1	52.116	3.5
55.616	5	association_2_same_context	13	2	S	leap	42.633	3.5	46.116	9.5	60.616	8.501
69.117	5	association_1_different_context	14	1	D	guide	63.633	4.5	68.117	1	74.117	3.5
77.617	5	association_2_different_context	14	2	D	guide	63.633	4.5	68.117	9.5	82.617	7
89.617	5	association_1_different_context	15	1	D	stage	85.634	3	88.617	1	94.617	3.5
98.117	5.001	association_2_different_context	15	2	D	stage	85.634	3	88.617	9.5	103.118	9
112.118	5	association_1_different_context	16	1	D	scratch	106.134	5	111.118	1	117.118	3.5
120.618	5	association_2_different_context	16	2	D	scratch	106.134	5	111.118	9.5	125.618	9
134.618	5.001	association_1_same_context	17	1	S	note	128.635	5	133.618	1	139.619	3.5
143.119	5	association_2_same_context	17	2	S	note	128.635	5	133.618	9.501	148.119	8.5
156.619	5	association_1_same_context	18	1	S	study	151.136	4.5	155.619	1	161.619	3.5
165.119	5	association_2_same_context	18	2	S	study	151.136	4.5	155.619	9.5	170.119	7.984
178.103	5	association_1_different_context	19	1	D	piece	173.136	4	177.103	1	183.103	3.5
186.603	5	association_2_different_context	19	2	D	piece	173.136	4	177.103	9.5	191.603	8.001
199.604	5	association_1_same_context	20	1	S	stem	194.62	4	198.604	1	204.604	3.5
208.104	5	association_2_same_context	20	2	S	stem	194.62	4	198.604	9.5	213.104	-207.504
