onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.621	4.999	association_1_different_context	51	1	D	plank	1.123	4.5	5.622	0.999	11.62	3.498
15.118	4.999	association_2_different_context	51	2	D	plank	1.123	4.5	5.622	9.496	20.117	8.497
28.614	4.998	association_1_different_context	52	1	D	bell	23.132	4.5	27.614	1	33.612	3.516
37.128	4.998	association_2_different_context	52	2	D	bell	23.132	4.5	27.614	9.514	42.126	6.998
49.124	4.998	association_1_same_context	53	1	S	alarm	45.125	3	48.124	1	54.122	3.499
57.621	4.998	association_2_same_context	53	2	S	alarm	45.125	3	48.124	9.497	62.619	7.514
70.133	4.982	association_1_different_context	54	1	D	chain	65.618	3.5	69.133	1	75.115	3.499
78.614	5.015	association_2_different_context	54	2	D	chain	65.618	3.5	69.133	9.481	83.629	8.997
92.626	4.998	association_1_same_context	55	1	S	contact	86.628	5	91.626	1	97.624	3.499
101.123	4.998	association_2_same_context	55	2	S	contact	86.628	5	91.626	9.497	106.121	9.014
115.135	4.981	association_1_different_context	56	1	D	touch	109.12	5	114.118	1.017	120.116	3.499
123.615	4.998	association_2_different_context	56	2	D	touch	109.12	5	114.118	9.497	128.613	7.515
136.128	4.998	association_1_same_context	57	1	S	dent	131.612	3.5	135.128	1	141.126	3.499
144.625	4.998	association_2_same_context	57	2	S	dent	131.612	3.5	135.128	9.497	149.623	7.997
157.62	5.015	association_1_different_context	58	1	D	lobby	152.622	4	156.621	0.999	162.635	3.482
166.117	4.999	association_2_different_context	58	2	D	lobby	152.622	4	156.621	9.496	171.116	7.997
179.113	5.015	association_1_same_context	59	1	S	market	174.115	4	178.113	1	184.128	3.499
187.627	4.998	association_2_same_context	59	2	S	market	174.115	4	178.113	9.514	192.625	6.998
199.623	4.998	association_1_same_context	60	1	S	slide	195.624	3	198.623	1	204.621	3.515
208.136	4.982	association_2_same_context	60	2	S	slide	195.624	3	198.623	9.513	213.118	n/a
