onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.118	4.999	association_1_same_context	41	1	S	quarter	1.136	3	4.118	1	10.117	3.498
13.615	4.998	association_2_same_context	41	2	S	quarter	1.136	3	4.118	9.497	18.613	7.015
25.628	4.998	association_1_different_context	42	1	D	peak	21.612	3	24.628	1	30.626	3.499
34.125	4.998	association_2_different_context	42	2	D	peak	21.612	3	24.628	9.497	39.123	7.514
46.637	4.982	association_1_different_context	43	1	D	dip	42.122	3.5	45.638	0.999	51.619	3.499
55.118	4.998	association_2_different_context	43	2	D	dip	42.122	3.5	45.638	9.48	60.116	7.997
68.113	5.015	association_1_different_context	44	1	D	sweep	63.115	4	67.114	0.999	73.128	3.499
76.627	4.999	association_2_different_context	44	2	D	sweep	63.115	4	67.114	9.513	81.626	8.497
90.123	5.015	association_1_different_context	45	1	D	foot	84.625	4.5	89.123	1	95.138	3.482
98.62	4.998	association_2_different_context	45	2	D	foot	84.625	4.5	89.123	9.497	103.618	8.997
112.615	4.998	association_1_same_context	46	1	S	suit	106.617	5	111.615	1	117.613	3.499
121.112	5.015	association_2_same_context	46	2	S	suit	106.617	5	111.615	9.497	126.127	8.497
134.624	5.015	association_1_same_context	47	1	S	mix	129.126	4.5	133.625	0.999	139.639	3.482
143.121	4.999	association_2_same_context	47	2	S	mix	129.126	4.5	133.625	9.496	148.12	8.997
157.117	4.998	association_1_different_context	48	1	D	trail	151.119	5	156.117	1	162.115	3.499
165.614	4.998	association_2_different_context	48	2	D	trail	151.119	5	156.117	9.497	170.612	8.014
178.626	4.998	association_1_same_context	49	1	S	chunk	173.628	4	177.626	1	183.624	3.516
187.14	4.982	association_2_same_context	49	2	S	chunk	173.628	4	177.626	9.514	192.122	7.497
199.619	4.998	association_1_same_context	50	1	S	scrap	195.121	3.5	198.619	1	204.617	3.499
208.116	4.998	association_2_same_context	50	2	S	scrap	195.121	3.5	198.619	9.497	213.114	-206.493
