onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.526	18.501	AUT	candle	10.026	1.5
31.527	18.5	AUT	bucket	30.027	1.5
51.527	18.501	AUT	pillow	50.027	1.5
71.528	18.5	AUT	fork	70.028	1.5
91.528	18.484	AUT	brick	90.028	1.5
111.512	28.501	AUT	lamp	110.012	1.5
141.513	18.501	META	picture	140.013	1.5
161.514	18.5	META	swimmer	160.014	1.5
181.514	18.501	META	hat	180.014	1.5
201.515	18.484	META	bread	200.015	1.5
221.499	18.5	META	star	219.999	1.5
241.499	28.501	META	room	239.999	1.5
271.5	18.501	DA	grass	270	1.5
291.501	18.5	DA	sword	290.001	1.5
311.501	18.501	DA	glove	310.001	1.5
331.502	18.5	DA	statue	330.002	1.5
351.502	18.501	DA	palace	350.002	1.5
371.503	28.501	DA	subway	370.003	1.5
401.504	18.5	BAT	big_open	400.004	1.5
421.504	18.501	BAT	sweet_soft	420.004	1.5
441.505	18.5	BAT	round_white	440.005	1.5
461.505	18.501	BAT	liquid_healthy	460.005	1.5
481.506	18.501	BAT	small_wet	480.006	1.5
501.507	28.501	BAT	smooth_angular	500.007	1.5
531.507	18.501	CA	bench	530.008	1.499
551.508	18.501	CA	coat	550.008	1.5
571.509	18.5	CA	costume	570.009	1.5
591.509	18.501	CA	dock	590.009	1.5
611.51	18.5	CA	drum	610.01	1.5
