onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.008	15	Hypothesis	desert1	10.008	3	28.008	5
36.009	15	Hypothesis	largecity2	33.009	3	51.009	5
61.009	15.001	Hypothesis	zoo1	56.009	5	76.01	5
85.01	15	Hypothesis	smallvillage2	81.027	4	100.01	5
110.011	15	Hypothesis	earth3	105.027	5	125.011	5
134.011	15.001	Hypothesis	ocean1	130.028	4	149.012	5
167.996	15.017	Synonym	deter	164.012	4	183.013	5
190.996	15.001	Synonym	guard	188.03	3	205.997	5
214.997	15	Synonym	banned	211.014	4	229.997	5
239.998	15	Synonym	overtaken	235.014	5	254.998	5
264.998	15.001	Synonym	administering	260.015	5	279.999	5
287.999	15.001	Synonym	split	285.032	3	303	5
322	15	Synonym	use	318	4	337	5
345.001	15	Synonym	grown	342.001	3	360.001	5
370.018	14.984	Synonym	refracted	365.035	5	385.002	5
394.019	14.984	Synonym	crumble	390.035	4	409.003	5
417.019	15.001	Synonym	sleep	414.019	3	432.02	5
442.02	15.001	Synonym	allow	437.02	5	457.021	5
476.021	15.001	Hypothesis	bottom	472.021	4	491.022	5
499.022	15	Hypothesis	beach	496.038	3	514.022	5
522.022	15.001	Hypothesis	highway	519.039	3	537.023	5
546.023	15	Hypothesis	largecity1	542.023	4	561.023	5
571.024	15	Hypothesis	forest2	566.04	5	586.024	5
596.024	15.001	Hypothesis	newplanet	591.041	5	611.025	5
