onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.512	18.501	CA	gum	10.012	1.5
31.513	18.5	CA	ladder	30.013	1.5
51.514	18.5	CA	mail	50.013	1.501
71.514	18.5	CA	purse	70.014	1.5
91.515	18.5	CA	robot	90.014	1.501
111.515	28.501	CA	train	110.015	1.5
141.516	18.5	DA	alley	140.016	1.5
161.516	18.501	DA	log	160.016	1.5
181.517	18.501	DA	seat	180.017	1.5
201.517	18.501	DA	coin	200.018	1.499
221.518	18.5	DA	fence	220.018	1.5
241.518	28.501	DA	branch	240.018	1.5
271.519	18.501	BAT	slow_thick	270.019	1.5
291.52	18.5	BAT	fresh_green	290.02	1.5
311.52	18.501	BAT	dry_brown	310.02	1.5
331.521	18.5	BAT	fast_exciting	330.021	1.5
351.521	18.501	BAT	precious_hard	350.021	1.5
371.522	28.5	BAT	heavy_warm	370.022	1.5
401.522	18.501	AUT	knife	400.022	1.5
421.523	18.484	AUT	broom	420.023	1.5
441.507	18.5	AUT	pencil	440.007	1.5
461.507	18.501	AUT	lighter	460.007	1.5
481.508	18.5	AUT	purse	480.008	1.5
501.508	28.501	AUT	belt	500.008	1.5
531.509	18.501	META	dog	530.009	1.5
551.51	18.5	META	wind	550.01	1.5
571.51	18.501	META	friend	570.01	1.5
591.511	18.5	META	sun	590.011	1.5
611.511	18.501	META	plant	610.011	1.5
