onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.001	15	Synonym	deter	10.001	4	29.001	5
37.002	15	Synonym	guard	34.002	3	52.002	5
61.002	15.001	Synonym	banned	57.002	4	76.003	5
84.003	15	Synonym	overtaken	81.003	3	99.003	5
109.004	15	Synonym	administering	104.003	5	124.004	5
134.004	15.001	Synonym	split	129.004	5	149.005	5
169.005	15.001	Hypothesis	desert1	164.005	5	184.006	5
194.006	15	Hypothesis	largecity2	189.006	5	209.006	5
217.007	15	Hypothesis	zoo1	214.006	3	232.007	5
241.007	15.001	Hypothesis	smallvillage2	237.007	4	256.008	5
264.008	15	Hypothesis	earth3	261.008	3	279.008	5
288.009	15	Hypothesis	ocean1	284.008	4	303.009	5
321.009	15.001	Hypothesis	bottom	318.009	3	336.01	5
346.01	15.001	Hypothesis	beach	341.01	5	361.011	5
371.011	15	Hypothesis	highway	366.011	5	386.011	5
394.011	15.001	Hypothesis	largecity1	391.011	3	409.012	5
417.995	15.001	Hypothesis	forest2	414.012	4	432.996	5
441.996	15.001	Hypothesis	newplanet	437.996	4	456.997	5
475.997	15	Synonym	use	471.997	4	490.997	5
500.998	15	Synonym	grown	496.014	5	515.998	5
524.998	15.001	Synonym	refracted	521.015	4	539.999	5
547.999	15	Synonym	crumble	545.016	3	562.999	5
573.016	14.984	Synonym	sleep	568	5	588	5
596.017	15	Synonym	allow	593.017	3	611.017	5
