onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.02	15.001	Hypothesis	desert1	10.02	5	30.021	5
38.021	15.001	Hypothesis	largecity2	35.021	3	53.022	5
62.022	15	Hypothesis	zoo1	58.022	4	77.022	5
87.022	15.001	Hypothesis	smallvillage2	82.039	5	102.023	5
110.023	15.001	Hypothesis	earth3	107.04	3	125.024	5
134.024	15	Hypothesis	ocean1	130.024	4	149.024	5
169.025	15	Synonym	deter	164.025	5	184.025	5
193.025	15.001	Synonym	guard	189.042	4	208.026	5
218.026	15.001	Synonym	banned	213.026	5	233.027	5
241.027	15	Synonym	overtaken	238.027	3	256.027	5
264.027	15.001	Synonym	administering	261.027	3	279.028	5
288.028	14.984	Synonym	split	284.028	4	303.012	5
320.996	15	Synonym	use	317.996	3	335.996	5
345.996	15.001	Synonym	grown	341.013	5	360.997	5
369.997	15.001	Synonym	refracted	366.014	4	384.998	5
394.998	15	Synonym	crumble	390.014	5	409.998	5
418.998	15.001	Synonym	sleep	415.015	4	433.999	5
441.999	15.001	Synonym	allow	439.016	3	457	5
476	15	Hypothesis	bottom	472	4	491	5
500.001	15	Hypothesis	beach	496.017	4	515.001	5
525.001	15.001	Hypothesis	highway	520.001	5	540.002	5
548.002	15.001	Hypothesis	largecity1	545.002	3	563.003	5
573.003	15	Hypothesis	forest2	568.003	5	588.003	5
596.003	15.001	Hypothesis	newplanet	593.037	3	611.004	5
