onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.028	14.984	Hypothesis	desert1	10.028	3	28.012	5
37.012	15.001	Hypothesis	largecity2	33.029	4	52.013	5
62.013	15	Hypothesis	zoo1	57.029	5	77.013	5
85.014	15	Hypothesis	smallvillage2	82.03	3	100.014	5
110.014	15.001	Hypothesis	earth3	105.031	5	125.015	5
134.015	15	Hypothesis	ocean1	130.031	4	149.015	5
169.016	15	Synonym	deter	164.016	5	184.016	5
193.017	15	Synonym	guard	189.033	4	208.017	5
216.017	14.984	Synonym	banned	213.034	3	231.001	5
239.001	15.001	Synonym	overtaken	236.018	3	254.002	5
264.002	15	Synonym	administering	259.002	5	279.002	5
288.003	15	Synonym	split	284.019	4	303.003	5
322.003	15.001	Synonym	use	318.003	4	337.004	5
346.004	15	Synonym	grown	342.021	4	361.004	5
371.005	15	Synonym	refracted	366.005	5	386.005	5
394.005	15.001	Synonym	crumble	391.005	3	409.006	5
419.006	15	Synonym	sleep	414.023	5	434.006	5
442.007	15	Synonym	allow	439.023	3	457.007	5
475.008	15	Hypothesis	bottom	472.008	3	490.008	5
498.008	15.001	Hypothesis	beach	495.008	3	513.009	5
522.009	15	Hypothesis	highway	518.009	4	537.009	5
547.01	15	Hypothesis	largecity1	542.009	5	562.01	5
572.01	15.001	Hypothesis	forest2	567.01	5	587.011	5
596.011	15	Hypothesis	newplanet	592.028	4	611.011	5
