onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.523	18.484	BAT	slow_thick	10.023	1.5
31.507	18.5	BAT	fresh_green	30.007	1.5
51.508	18.5	BAT	dry_brown	50.007	1.501
71.508	18.501	BAT	fast_exciting	70.008	1.5
91.509	18.5	BAT	precious_hard	90.009	1.5
111.509	28.501	BAT	heavy_warm	110.009	1.5
141.51	18.5	DA	alley	140.01	1.5
161.511	18.5	DA	log	160.01	1.501
181.511	18.501	DA	seat	180.011	1.5
201.512	18.483	DA	coin	200.012	1.5
221.495	18.501	DA	fence	219.995	1.5
241.496	28.501	DA	branch	239.996	1.5
271.497	18.5	META	dog	269.997	1.5
291.497	18.501	META	wind	289.997	1.5
311.498	18.5	META	friend	309.998	1.5
331.498	18.501	META	sun	329.998	1.5
351.499	18.501	META	plant	349.999	1.5
371.5	28.5	META	pillow	370	1.5
401.5	18.501	CA	gum	400	1.5
421.501	18.5	CA	ladder	420.001	1.5
441.502	18.5	CA	mail	440.001	1.501
461.502	18.501	CA	screen	460.002	1.5
481.503	18.5	CA	robot	480.003	1.5
501.503	28.501	CA	train	500.003	1.5
531.504	18.5	AUT	knife	530.004	1.5
551.505	18.5	AUT	broom	550.004	1.501
571.505	18.501	AUT	pencil	570.005	1.5
591.506	18.517	AUT	lighter	590.006	1.5
611.506	18.501	AUT	purse	610.023	1.483
