onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.117	5	association_1_same_context	1	1	S	edge	1.117	3	4.117	1	10.117	3.5
13.617	5	association_2_same_context	1	2	S	edge	1.117	3	4.117	9.5	18.617	8.501
27.118	5	association_1_different_context	2	1	D	press	21.634	4.5	26.118	1	32.118	3.5
35.618	5	association_2_different_context	2	2	D	press	21.634	4.5	26.118	9.5	40.618	8
48.618	5	association_1_different_context	3	1	D	group	43.635	4	47.618	1	53.618	3.5
57.118	5.001	association_2_different_context	3	2	D	group	43.635	4	47.618	9.5	62.119	7.5
69.619	5	association_1_same_context	4	1	S	slip	65.135	3.5	68.619	1	74.619	3.5
78.119	5	association_2_same_context	4	2	S	slip	65.135	3.5	68.619	9.5	83.119	8
91.119	5.001	association_1_same_context	5	1	S	head	86.136	4	90.119	1	96.12	3.5
99.62	5	association_2_same_context	5	2	S	head	86.136	4	90.119	9.501	104.62	8.5
113.12	5	association_1_different_context	6	1	D	body	107.62	4.5	112.12	1	118.12	3.5
121.62	5	association_2_different_context	6	2	D	body	107.62	4.5	112.12	9.5	126.62	7.001
133.621	5	association_1_same_context	7	1	S	line	129.621	3	132.621	1	138.621	3.5
142.121	5	association_2_same_context	7	2	S	line	129.621	3	132.621	9.5	147.121	9
156.121	5	association_1_same_context	8	1	S	hand	150.138	5	155.121	1	161.121	3.5
164.621	5.001	association_2_same_context	8	2	S	hand	150.138	5	155.121	9.5	169.622	7.5
177.122	5	association_1_different_context	9	1	D	cast	172.638	3.5	176.122	1	182.122	3.5
185.622	5	association_2_different_context	9	2	D	cast	172.638	3.5	176.122	9.5	190.622	9.001
199.623	5	association_1_different_context	10	1	D	sign	193.622	5	198.622	1.001	204.623	3.5
208.123	5	association_2_different_context	10	2	D	sign	193.622	5	198.622	9.501	213.123	-206.017
