onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.022	14.984	Synonym	received	10.022	5	30.006	5
39.023	15	Synonym	notice	35.006	4	54.023	5
63.023	15.001	Synonym	mutating	59.023	4	78.024	5
86.024	15	Synonym	eating	83.024	3	101.024	5
111.025	15	Synonym	evolve	106.025	5	126.025	5
134.025	15.001	Synonym	taught	131.025	3	149.026	5
169.026	15.001	Hypothesis	island	164.026	5	184.027	5
192.027	15	Hypothesis	abandoned	189.027	3	207.027	5
216.028	15	Hypothesis	hospital	212.028	4	231.028	5
239.012	15	Hypothesis	corporation1	236.028	3	254.012	5
264.012	15.001	Hypothesis	earth1	259.029	5	279.013	5
288.013	15.001	Hypothesis	pond	284.03	4	303.014	5
321.014	15	Hypothesis	forest1	318.014	3	336.014	5
345.015	15	Hypothesis	university	341.031	4	360.015	5
368.015	15.001	Hypothesis	desert2	365.032	3	383.016	5
393.016	15.001	Hypothesis	city	388.033	5	408.017	5
417.017	15	Hypothesis	jungle	413.033	4	432.017	5
442.018	15	Hypothesis	earth4	437.034	5	457.018	5
475.019	15	Synonym	stain	472.018	3	490.019	5
500.019	15.001	Synonym	claim	495.036	5	515.02	5
523.02	15	Synonym	spills	520.02	3	538.02	5
547.021	15	Synonym	removed	543.02	4	562.021	5
572.021	15.001	Synonym	vanished	567.021	5	587.022	5
596.022	15	Synonym	seek	592.022	4	611.022	5
