onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.622	5	association_1_different_context	51	1	D	plank	1.122	3.5	4.622	1	10.622	3.5
14.122	5	association_2_different_context	51	2	D	plank	1.122	3.5	4.622	9.5	19.122	8.501
27.623	5	association_1_different_context	52	1	D	bell	22.123	4.5	26.623	1	32.623	3.5
36.123	5	association_2_different_context	52	2	D	bell	22.123	4.5	26.623	9.5	41.123	9
50.123	5	association_1_same_context	53	1	S	alarm	44.123	5	49.123	1	55.123	3.501
58.624	5	association_2_same_context	53	2	S	alarm	44.123	5	49.123	9.501	63.624	8.5
72.124	5	association_1_different_context	54	1	D	chain	66.624	4.5	71.124	1	77.124	3.5
80.624	5	association_2_different_context	54	2	D	chain	66.624	4.5	71.124	9.5	85.624	8.001
93.625	5	association_1_same_context	55	1	S	contact	88.624	4	92.625	1	98.625	3.5
102.125	5	association_2_same_context	55	2	S	contact	88.624	4	92.625	9.5	107.125	9
116.125	5	association_1_different_context	56	1	D	touch	110.125	5	115.125	1	121.125	3.5
124.625	5.001	association_2_different_context	56	2	D	touch	110.125	5	115.125	9.5	129.626	7.5
137.126	5	association_1_same_context	57	1	S	dent	132.626	3.5	136.126	1	142.126	3.5
145.626	5	association_2_same_context	57	2	S	dent	132.626	3.5	136.126	9.5	150.626	7
157.626	5.001	association_1_different_context	58	1	D	lobby	153.626	3	156.626	1	162.627	3.5
166.127	5	association_2_different_context	58	2	D	lobby	153.626	3	156.626	9.501	171.127	8
179.127	5	association_1_same_context	59	1	S	market	174.127	4	178.127	1	184.127	3.5
187.627	5	association_2_same_context	59	2	S	market	174.127	4	178.127	9.5	192.627	7.001
199.628	5	association_1_same_context	60	1	S	slide	195.627	3	198.628	1	204.628	3.5
208.128	5	association_2_same_context	60	2	S	slide	195.627	3	198.628	9.5	213.128	n/a
