onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.013	15	Hypothesis	desert1	10.013	5	30.013	5
38.014	15	Hypothesis	largecity2	35.03	3	53.014	5
62.014	15.001	Hypothesis	zoo1	58.031	4	77.015	5
86.015	15	Hypothesis	smallvillage2	82.031	4	101.015	5
109.016	15	Hypothesis	earth3	106.032	3	124.016	5
134.016	15.001	Hypothesis	ocean1	129.033	5	149.017	5
169.017	15.001	Synonym	deter	164.017	5	184.018	5
193.018	15	Synonym	guard	189.034	4	208.018	5
218.019	15	Synonym	banned	213.019	5	233.019	5
241.019	15.001	Synonym	overtaken	238.036	3	256.02	5
265.02	15	Synonym	administering	261.037	4	280.02	5
288.021	15	Synonym	split	285.037	3	303.021	5
322.022	15	Synonym	use	318.021	4	337.022	5
345.022	15.001	Synonym	grown	342.039	3	360.023	5
370.023	15	Synonym	refracted	365.039	5	385.023	5
393.024	15	Synonym	crumble	390.04	3	408.024	5
417.024	15.001	Synonym	sleep	413.041	4	432.025	5
442.025	15	Synonym	allow	437.025	5	457.025	5
476.026	15	Hypothesis	bottom	472.026	4	491.026	5
501.027	15	Hypothesis	beach	496.043	5	516.027	5
525.027	15.001	Hypothesis	highway	521.027	4	540.028	5
548.028	15	Hypothesis	largecity1	545.028	3	563.028	5
571.012	15	Hypothesis	forest2	568.029	3	586.012	5
596.013	15	Hypothesis	newplanet	591.079	5	611.013	5
