onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.096	5.001	association_1_same_context	21	1	S	forge	1.096	4	5.096	1	11.097	3.5
14.597	5	association_2_same_context	21	2	S	forge	1.096	4	5.096	9.501	19.597	7
26.597	5	association_1_different_context	22	1	D	cross	22.614	3	25.597	1	31.597	3.5
35.097	5	association_2_different_context	22	2	D	cross	22.614	3	25.597	9.5	40.097	8.001
48.098	5	association_1_different_context	23	1	D	height	43.131	4	47.098	1	53.098	3.5
56.598	5	association_2_different_context	23	2	D	height	43.131	4	47.098	9.5	61.598	9
70.598	5	association_1_different_context	24	1	D	spark	64.648	5	69.615	0.983	75.598	3.501
79.099	5	association_2_different_context	24	2	D	spark	64.648	5	69.615	9.484	84.099	7.5
91.599	5.017	association_1_same_context	25	1	S	den	87.132	3.5	90.616	0.983	96.616	3.483
100.099	5.017	association_2_same_context	25	2	S	den	87.132	3.5	90.616	9.483	105.116	8.984
114.1	5.016	association_1_same_context	26	1	S	list	108.133	5	113.116	0.984	119.116	3.5
122.616	5.001	association_2_same_context	26	2	S	list	108.133	5	113.116	9.5	127.617	7.5
135.117	5	association_1_same_context	27	1	S	exit	130.633	3.5	134.117	1	140.117	3.5
143.617	5	association_2_same_context	27	2	S	exit	130.633	3.5	134.117	9.5	148.617	8.5
157.117	5.001	association_1_different_context	28	1	D	mat	151.634	4.5	156.117	1	162.118	3.5
165.618	5	association_2_different_context	28	2	D	mat	151.634	4.5	156.117	9.501	170.618	8.5
179.118	5	association_1_different_context	29	1	D	lookout	173.635	4.5	178.118	1	184.118	3.5
187.618	5	association_2_different_context	29	2	D	lookout	173.635	4.5	178.118	9.5	192.618	7.001
199.619	5	association_1_same_context	30	1	S	fold	195.635	3	198.619	1	204.619	3.5
208.119	5	association_2_same_context	30	2	S	fold	195.635	3	198.619	9.5	213.119	-205.991
