onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.097	5.017	association_1_different_context	51	1	D	plank	1.114	3	4.114	0.983	10.114	3.484
13.598	5.016	association_2_different_context	51	2	D	plank	1.114	3	4.114	9.484	18.614	7.501
26.115	5	association_1_different_context	52	1	D	bell	21.631	3.5	25.115	1	31.115	3.5
34.615	5	association_2_different_context	52	2	D	bell	21.631	3.5	25.115	9.5	39.615	8.5
48.115	5	association_1_same_context	53	1	S	alarm	42.615	4.5	47.115	1	53.115	3.5
56.615	5.001	association_2_same_context	53	2	S	alarm	42.615	4.5	47.115	9.5	61.616	9
70.616	5	association_1_different_context	54	1	D	chain	64.649	5	69.616	1	75.616	3.5
79.116	5	association_2_different_context	54	2	D	chain	64.649	5	69.616	9.5	84.116	8
92.116	5.001	association_1_same_context	55	1	S	contact	87.133	4	91.116	1	97.117	3.5
100.617	5	association_2_same_context	55	2	S	contact	87.133	4	91.116	9.501	105.617	7.5
113.117	5	association_1_different_context	56	1	D	touch	108.634	3.5	112.117	1	118.117	3.5
121.617	5	association_2_different_context	56	2	D	touch	108.634	3.5	112.117	9.5	126.617	8.501
135.118	5	association_1_same_context	57	1	S	dent	129.634	4.5	134.118	1	140.118	3.5
143.618	5	association_2_same_context	57	2	S	dent	129.634	4.5	134.118	9.5	148.618	7
155.618	5	association_1_different_context	58	1	D	lobby	151.635	3	154.618	1	160.618	3.5
164.118	5.001	association_2_different_context	58	2	D	lobby	151.635	3	154.618	9.5	169.119	8
177.119	5	association_1_same_context	59	1	S	market	172.135	4	176.119	1	182.119	3.5
185.619	5	association_2_same_context	59	2	S	market	172.135	4	176.119	9.5	190.619	9
199.619	5.001	association_1_same_context	60	1	S	slide	193.636	5	198.619	1	204.62	3.5
208.12	5	association_2_same_context	60	2	S	slide	193.636	5	198.619	9.501	213.12	n/a
