onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.613	5	association_1_different_context	51	1	D	plank	1.113	3.5	4.613	1	10.613	3.5
14.113	5	association_2_different_context	51	2	D	plank	1.113	3.5	4.613	9.5	19.113	7
26.113	5	association_1_different_context	52	1	D	bell	22.113	3	25.113	1	31.113	3.5
34.613	5.001	association_2_different_context	52	2	D	bell	22.113	3	25.113	9.5	39.614	8.5
48.114	5	association_1_same_context	53	1	S	alarm	42.614	4.5	47.114	1	53.114	3.5
56.614	5	association_2_same_context	53	2	S	alarm	42.614	4.5	47.114	9.5	61.614	7
68.614	5.001	association_1_different_context	54	1	D	chain	64.614	3	67.614	1	73.615	3.5
77.115	5	association_2_different_context	54	2	D	chain	64.614	3	67.614	9.501	82.115	8.5
90.615	5	association_1_same_context	55	1	S	contact	85.115	4.5	89.615	1	95.615	3.5
99.115	5	association_2_same_context	55	2	S	contact	85.115	4.5	89.615	9.5	104.115	9.001
113.116	5	association_1_different_context	56	1	D	touch	107.115	5	112.116	1	118.116	3.5
121.616	5	association_2_different_context	56	2	D	touch	107.115	5	112.116	9.5	126.616	8
134.616	5	association_1_same_context	57	1	S	dent	129.616	4	133.616	1	139.616	3.5
143.116	5.001	association_2_same_context	57	2	S	dent	129.616	4	133.616	9.5	148.117	8
156.117	5	association_1_different_context	58	1	D	lobby	151.117	4	155.117	1	161.117	3.5
164.617	5	association_2_different_context	58	2	D	lobby	151.117	4	155.117	9.5	169.617	9
178.617	5	association_1_same_context	59	1	S	market	172.617	5	177.617	1	183.617	3.501
187.118	5	association_2_same_context	59	2	S	market	172.617	5	177.617	9.501	192.118	7.5
199.618	5	association_1_same_context	60	1	S	slide	195.118	3.5	198.618	1	204.618	3.5
208.118	5	association_2_same_context	60	2	S	slide	195.118	3.5	198.618	9.5	213.118	n/a
