onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.015	14.984	Hypothesis	island	9.998	4	28.999	5
37.016	15	Hypothesis	abandoned	34.015	3	52.016	5
62.016	15.001	Hypothesis	hospital	57.033	5	77.017	5
85.017	15	Hypothesis	corporation1	82.017	3	100.017	5
110.018	15	Hypothesis	earth1	105.034	5	125.018	5
134.018	15.001	Hypothesis	pond	130.018	4	149.019	5
168.019	15.001	Synonym	received	164.019	4	183.02	5
192.02	15	Synonym	notice	188.02	4	207.02	5
217.02	15.001	Synonym	mutating	212.037	5	232.021	5
240.021	15.001	Synonym	eating	237.021	3	255.022	5
263.022	15	Synonym	evolve	260.038	3	278.022	5
288.022	15.001	Synonym	taught	283.039	5	303.023	5
323.023	15.001	Synonym	stain	318.023	5	338.024	5
346.024	15	Synonym	claim	343.024	3	361.024	5
370.025	15	Synonym	spills	366.025	4	385.025	5
393.025	15.001	Synonym	removed	390.025	3	408.026	5
417.026	15	Synonym	vanished	413.026	4	432.026	5
442.027	15	Synonym	seek	437.027	5	457.027	5
476.028	15	Hypothesis	forest1	472.028	4	491.028	5
501.028	15.001	Hypothesis	university	496.045	5	516.029	5
526.012	15.017	Hypothesis	desert2	521.029	5	541.029	5
549.013	15	Hypothesis	city	546.03	3	564.013	5
572.014	15	Hypothesis	jungle	569.03	3	587.014	5
596.014	15.001	Hypothesis	earth4	592.031	4	611.015	5
