onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.007	15.001	Hypothesis	island	10.007	3	28.008	5
36.008	15	Hypothesis	abandoned	33.024	3	51.008	5
60.009	15	Hypothesis	hospital	56.025	4	75.009	5
84.009	15.001	Hypothesis	corporation1	80.026	4	99.01	5
109.01	15	Hypothesis	earth1	104.026	5	124.01	5
134.011	15	Hypothesis	pond	129.044	5	149.011	5
167.995	15.017	Synonym	received	164.011	4	183.012	5
191.012	14.984	Synonym	notice	188.029	3	205.996	5
216.013	15	Synonym	mutating	211.03	5	231.013	5
239.997	15.017	Synonym	eating	236.03	4	255.014	5
265.014	15.001	Synonym	evolve	260.031	5	280.015	5
288.015	15	Synonym	taught	285.032	3	303.015	5
323.016	15	Synonym	stain	318.016	5	338.016	5
347.017	15	Synonym	claim	343.033	4	362.017	5
370.017	15.001	Synonym	spills	367.034	3	385.018	5
395.018	15	Synonym	removed	390.051	5	410.018	5
419.019	15	Synonym	vanished	415.035	4	434.019	5
442.019	15.001	Synonym	seek	439.036	3	457.02	5
476.02	15.001	Hypothesis	forest1	472.02	4	491.021	5
499.021	15	Hypothesis	university	496.054	3	514.021	5
524.022	15	Hypothesis	desert2	519.022	5	539.022	5
547.022	15.001	Hypothesis	city	544.022	3	562.023	5
571.023	15	Hypothesis	jungle	567.023	4	586.023	5
596.024	15	Hypothesis	earth4	591.04	5	611.024	5
