onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.001	15	Synonym	received	10.001	4	29.001	5
37.002	15	Synonym	notice	34.018	3	52.002	5
61.002	15.001	Synonym	mutating	57.019	4	76.003	5
86.003	15	Synonym	eating	81.003	5	101.003	5
111.004	15	Synonym	evolve	106.02	5	126.004	5
134.004	15.001	Synonym	taught	131.004	3	149.005	5
169.005	15.001	Hypothesis	island	164.005	5	184.006	5
193.006	15	Hypothesis	abandoned	189.023	4	208.006	5
216.007	15	Hypothesis	hospital	213.023	3	231.007	5
241.007	15.001	Hypothesis	corporation1	236.024	5	256.008	5
264.008	15	Hypothesis	earth1	261.008	3	279.008	5
288.009	15	Hypothesis	pond	284.008	4	303.009	5
323.01	15	Hypothesis	forest1	318.009	5	338.01	5
347.01	15.001	Hypothesis	university	343.01	4	362.011	5
372.011	15	Hypothesis	desert2	367.028	5	387.011	5
395.012	15	Hypothesis	city	392.028	3	410.012	5
418.996	15	Hypothesis	jungle	415.012	4	433.996	5
441.996	15.001	Hypothesis	earth4	439.013	3	456.997	5
474.997	15.001	Synonym	stain	471.997	3	489.998	5
498.998	15	Synonym	claim	495.031	4	513.998	5
521.999	15	Synonym	spills	519.032	3	536.999	5
545.999	15.001	Synonym	removed	542.016	4	561	5
571	15	Synonym	vanished	566.033	5	586	5
596.001	15	Synonym	seek	591.034	5	611.001	5
