onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.104	5	association_1_same_context	1	1	S	edge	1.104	4	5.104	1	11.104	3.501
14.605	5	association_2_same_context	1	2	S	edge	1.104	4	5.104	9.501	19.605	8
27.605	5	association_1_different_context	2	1	D	press	22.621	4	26.605	1	32.605	3.5
36.105	5	association_2_different_context	2	2	D	press	22.621	4	26.605	9.5	41.105	8.5
49.605	5.001	association_1_different_context	3	1	D	group	44.122	4.5	48.605	1	54.606	3.5
58.106	5	association_2_different_context	3	2	D	group	44.122	4.5	48.605	9.501	63.106	8.5
71.606	5	association_1_same_context	4	1	S	slip	66.123	4.5	70.606	1	76.606	3.5
80.106	5	association_2_same_context	4	2	S	slip	66.123	4.5	70.606	9.5	85.106	9.001
94.107	5	association_1_same_context	5	1	S	head	88.123	5	93.107	1	99.107	3.5
102.607	5	association_2_same_context	5	2	S	head	88.123	5	93.107	9.5	107.607	7.5
115.107	5	association_1_different_context	6	1	D	body	110.624	3.5	114.107	1	120.107	3.501
123.608	5	association_2_different_context	6	2	D	body	110.624	3.5	114.107	9.501	128.608	7.5
136.108	5	association_1_same_context	7	1	S	line	131.608	3.5	135.108	1	141.108	3.5
144.608	5	association_2_same_context	7	2	S	line	131.608	3.5	135.108	9.5	149.608	7
156.608	5.001	association_1_same_context	8	1	S	hand	152.625	3	155.608	1	161.609	3.5
165.109	5	association_2_same_context	8	2	S	hand	152.625	3	155.608	9.501	170.109	9
179.109	5	association_1_different_context	9	1	D	cast	173.109	5	178.109	1	184.109	3.5
187.609	5	association_2_different_context	9	2	D	cast	173.109	5	178.109	9.5	192.609	7.001
199.61	5	association_1_different_context	10	1	D	sign	195.61	3	198.61	1	204.61	3.5
208.11	5	association_2_different_context	10	2	D	sign	195.61	3	198.61	9.5	213.11	-206.994
