onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.116	5	association_1_same_context	11	1	S	blow	1.116	4	5.116	1	11.116	3.5
14.616	5.001	association_2_same_context	11	2	S	blow	1.116	4	5.116	9.5	19.617	7.5
27.117	5	association_1_different_context	12	1	D	globe	22.633	3.5	26.117	1	32.117	3.5
35.617	5	association_2_different_context	12	2	D	globe	22.633	3.5	26.117	9.5	40.617	8.5
49.117	5.001	association_1_same_context	13	1	S	leap	43.634	4.5	48.117	1	54.118	3.5
57.618	5	association_2_same_context	13	2	S	leap	43.634	4.5	48.117	9.501	62.618	9
71.618	5	association_1_different_context	14	1	D	guide	65.635	5	70.618	1	76.618	3.5
80.118	5	association_2_different_context	14	2	D	guide	65.635	5	70.618	9.5	85.118	8.501
93.619	5	association_1_different_context	15	1	D	stage	88.135	4.5	92.619	1	98.619	3.501
102.12	4.999	association_2_different_context	15	2	D	stage	88.135	4.5	92.619	9.501	107.119	7.5
114.619	5	association_1_different_context	16	1	D	scratch	110.119	3.5	113.619	1	119.619	3.501
123.12	5	association_2_different_context	16	2	D	scratch	110.119	3.5	113.619	9.501	128.12	9
137.12	5	association_1_same_context	17	1	S	note	131.136	5	136.12	1	142.12	3.5
145.62	5	association_2_same_context	17	2	S	note	131.136	5	136.12	9.5	150.62	7
157.62	5.001	association_1_same_context	18	1	S	study	153.637	3	156.62	1	162.621	3.5
166.121	5	association_2_same_context	18	2	S	study	153.637	3	156.62	9.501	171.121	8
179.121	5	association_1_different_context	19	1	D	piece	174.138	4	178.122	0.999	184.121	3.5
187.621	5.001	association_2_different_context	19	2	D	piece	174.138	4	178.122	9.499	192.622	7
199.622	5	association_1_same_context	20	1	S	stem	195.622	3	198.622	1	204.622	3.5
208.122	5	association_2_same_context	20	2	S	stem	195.622	3	198.622	9.5	213.122	-205.997
