onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.119	5	association_1_different_context	31	1	D	flag	1.119	4	5.119	1	11.119	3.5
14.619	5.001	association_2_different_context	31	2	D	flag	1.119	4	5.119	9.5	19.62	6.999
26.619	5	association_1_different_context	32	1	D	launch	22.619	3	25.619	1	31.619	3.501
35.12	5	association_2_different_context	32	2	D	launch	22.619	3	25.619	9.501	40.12	7.5
47.62	5	association_1_different_context	33	1	D	road	43.136	3.5	46.62	1	52.62	3.5
56.12	5	association_2_different_context	33	2	D	road	43.136	3.5	46.62	9.5	61.12	9.001
70.121	5	association_1_same_context	34	1	S	flow	64.137	5	69.121	1	75.121	3.5
78.621	5	association_2_same_context	34	2	S	flow	64.137	5	69.121	9.5	83.621	8
91.621	5	association_1_same_context	35	1	S	display	86.638	4	90.621	1	96.621	3.5
100.121	5.001	association_2_same_context	35	2	S	display	86.638	4	90.621	9.5	105.122	7
112.122	5	association_1_same_context	36	1	S	dozen	108.138	3	111.122	1	117.122	3.5
120.622	5	association_2_same_context	36	2	S	dozen	108.138	3	111.122	9.5	125.622	8.5
134.122	5	association_1_different_context	37	1	D	twist	128.622	4.5	133.122	1	139.122	3.501
142.623	5	association_2_different_context	37	2	D	twist	128.622	4.5	133.122	9.501	147.623	8.5
156.123	5	association_1_different_context	38	1	D	spot	150.639	4.5	155.123	1	161.123	3.5
164.623	5	association_2_different_context	38	2	D	spot	150.639	4.5	155.123	9.5	169.623	7.501
177.124	5	association_1_same_context	39	1	S	city	172.64	3.5	176.124	1	182.124	3.5
185.624	5	association_2_same_context	39	2	S	city	172.64	3.5	176.124	9.5	190.624	9
199.624	5	association_1_same_context	40	1	S	hill	193.624	5	198.624	1	204.624	3.5
208.124	5.001	association_2_same_context	40	2	S	hill	193.624	5	198.624	9.5	213.125	-208.006
