onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
6.126	5	association_1_same_context	41	1	S	quarter	1.126	4	5.126	1	11.126	3.5
14.626	5	association_2_same_context	41	2	S	quarter	1.126	4	5.126	9.5	19.626	7
26.626	5.001	association_1_different_context	42	1	D	peak	22.626	3	25.626	1	31.627	3.5
35.127	5	association_2_different_context	42	2	D	peak	22.626	3	25.626	9.501	40.127	8.5
48.627	5	association_1_different_context	43	1	D	dip	43.127	4.5	47.627	1	53.627	3.5
57.127	5	association_2_different_context	43	2	D	dip	43.127	4.5	47.627	9.5	62.127	7.501
69.628	5	association_1_different_context	44	1	D	sweep	65.127	3.5	68.628	1	74.628	3.5
78.128	5	association_2_different_context	44	2	D	sweep	65.127	3.5	68.628	9.5	83.128	9
92.128	5	association_1_different_context	45	1	D	foot	86.128	5	91.112	1.016	97.128	3.5
100.628	5.001	association_2_different_context	45	2	D	foot	86.128	5	91.112	9.516	105.629	8.483
114.112	5	association_1_same_context	46	1	S	suit	108.629	4.5	113.112	1	119.112	3.5
122.612	5.001	association_2_same_context	46	2	S	suit	108.629	4.5	113.112	9.5	127.613	9
136.613	5	association_1_same_context	47	1	S	mix	130.629	5	135.613	1	141.613	3.5
145.113	5	association_2_same_context	47	2	S	mix	130.629	5	135.613	9.5	150.113	7
157.113	5.001	association_1_different_context	48	1	D	trail	153.147	3	156.113	1	162.114	3.5
165.614	5	association_2_different_context	48	2	D	trail	153.147	3	156.113	9.501	170.614	7.5
178.114	5	association_1_same_context	49	1	S	chunk	173.614	3.5	177.114	1	183.114	3.5
186.614	5	association_2_same_context	49	2	S	chunk	173.614	3.5	177.114	9.5	191.614	8.001
199.615	5	association_1_same_context	50	1	S	scrap	194.631	4	198.615	1	204.615	3.5
208.115	5	association_2_same_context	50	2	S	scrap	194.631	4	198.615	9.5	213.115	-207.992
