onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.016	15	Synonym	received	10.016	4	29.016	5
37.017	15	Synonym	notice	34.017	3	52.017	5
60.017	15.001	Synonym	mutating	57.017	3	75.018	5
85.018	15	Synonym	eating	80.018	5	100.018	5
110.019	15	Synonym	evolve	105.019	5	125.019	5
134.019	15.001	Synonym	taught	130.019	4	149.02	5
167.02	15.001	Hypothesis	island	164.02	3	182.021	5
192.021	15	Hypothesis	abandoned	187.021	5	207.021	5
215.022	15	Hypothesis	hospital	212.022	3	230.022	5
240.022	15.001	Hypothesis	corporation1	235.022	5	255.023	5
264.023	15	Hypothesis	earth1	260.023	4	279.023	5
288.024	15	Hypothesis	pond	284.04	4	303.024	5
322.025	14.983	Hypothesis	forest1	318.025	4	337.008	5
346.009	15	Hypothesis	university	342.009	4	361.009	5
371.009	15.001	Hypothesis	desert2	366.009	5	386.01	5
394.01	15	Hypothesis	city	391.01	3	409.01	5
417.011	15	Hypothesis	jungle	414.011	3	432.011	5
441.995	15.017	Hypothesis	earth4	437.011	5	457.012	5
476.996	15	Synonym	stain	471.996	5	491.996	5
499.996	15.001	Synonym	claim	497.013	3	514.997	5
523.997	15	Synonym	spills	519.997	4	538.997	5
548.998	15	Synonym	removed	543.998	5	563.998	5
571.998	15.001	Synonym	vanished	568.998	3	586.999	5
595.999	15	Synonym	seek	592.016	4	610.999	5
