onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.123	5	association_1_different_context	51	1	D	plank	1.123	3	4.123	1	10.123	3.5
13.623	5	association_2_different_context	51	2	D	plank	1.123	3	4.123	9.5	18.623	7
25.623	5	association_1_different_context	52	1	D	bell	21.623	3	24.623	1	30.623	3.501
34.124	5	association_2_different_context	52	2	D	bell	21.623	3	24.623	9.501	39.124	8.5
47.624	5	association_1_same_context	53	1	S	alarm	42.124	4.5	46.624	1	52.624	3.5
56.124	5	association_2_same_context	53	2	S	alarm	42.124	4.5	46.624	9.5	61.124	8.501
69.625	5	association_1_different_context	54	1	D	chain	64.124	4.5	68.625	1	74.625	3.5
78.125	5	association_2_different_context	54	2	D	chain	64.124	4.5	68.625	9.5	83.125	8
91.125	5	association_1_same_context	55	1	S	contact	86.125	4	90.125	1	96.125	3.5
99.625	5.001	association_2_same_context	55	2	S	contact	86.125	4	90.125	9.5	104.626	8
112.626	5	association_1_different_context	56	1	D	touch	107.642	4	111.626	1	117.626	3.5
121.126	5	association_2_different_context	56	2	D	touch	107.642	4	111.626	9.5	126.126	7.5
133.626	5.001	association_1_same_context	57	1	S	dent	129.126	3.5	132.626	1	138.627	3.5
142.127	5	association_2_same_context	57	2	S	dent	129.126	3.5	132.626	9.501	147.127	7.5
154.627	5	association_1_different_context	58	1	D	lobby	150.127	3.5	153.627	1	159.627	3.5
163.127	5	association_2_different_context	58	2	D	lobby	150.127	3.5	153.627	9.5	168.127	9.001
177.128	5	association_1_same_context	59	1	S	market	171.127	5	176.128	1	182.128	3.5
185.628	5	association_2_same_context	59	2	S	market	171.127	5	176.128	9.5	190.628	9
199.628	5	association_1_same_context	60	1	S	slide	193.628	5	198.612	1.016	204.628	3.5
208.128	5.001	association_2_same_context	60	2	S	slide	193.628	5	198.612	9.516	213.129	n/a
