onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.023	15	Synonym	deter	10.023	4	29.023	5
37.024	15	Synonym	guard	34.04	3	52.024	5
60.024	15.001	Synonym	banned	57.024	3	75.025	5
85.025	15	Synonym	overtaken	80.025	5	100.025	5
110.026	15	Synonym	administering	105.042	5	125.026	5
134.026	15.001	Synonym	split	130.026	4	149.027	5
168.027	15.001	Hypothesis	desert1	164.027	4	183.028	5
193.011	15.001	Hypothesis	largecity2	188.028	5	208.012	5
217.995	15.001	Hypothesis	zoo1	213.012	5	232.996	5
240.996	15	Hypothesis	smallvillage2	238.013	3	255.996	5
264.997	15	Hypothesis	earth3	261.013	4	279.997	5
287.997	15.001	Hypothesis	ocean1	285.014	3	302.998	5
321.998	15.001	Hypothesis	bottom	317.999	4	336.999	5
345.999	15	Hypothesis	beach	342.016	4	360.999	5
369	15	Hypothesis	highway	366.016	3	384	5
394	15.001	Hypothesis	largecity1	389.017	5	409.001	5
417.001	15	Hypothesis	forest2	414.034	3	432.001	5
442.002	15	Hypothesis	newplanet	437.018	5	457.002	5
476.003	15	Synonym	use	472.003	4	491.003	5
499.003	15.001	Synonym	grown	496.037	3	514.004	5
522.004	15	Synonym	refracted	519.021	3	537.004	5
547.005	15	Synonym	crumble	542.021	5	562.005	5
571.005	15.001	Synonym	sleep	567.005	4	586.006	5
596.006	15	Synonym	allow	591.023	5	611.006	5
