onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.623	5	association_1_same_context	1	1	S	edge	1.123	3.5	4.623	1	10.623	3.5
14.123	5.001	association_2_same_context	1	2	S	edge	1.123	3.5	4.623	9.5	19.124	7
26.124	5	association_1_different_context	2	1	D	press	22.124	3	25.124	1	31.124	3.5
34.624	5	association_2_different_context	2	2	D	press	22.124	3	25.124	9.5	39.624	8
47.624	5.001	association_1_different_context	3	1	D	group	42.624	4	46.624	1	52.625	3.5
56.125	5	association_2_different_context	3	2	D	group	42.624	4	46.624	9.501	61.125	7.5
68.625	5	association_1_same_context	4	1	S	slip	64.125	3.5	67.625	1	73.625	3.5
77.125	5	association_2_same_context	4	2	S	slip	64.125	3.5	67.625	9.5	82.125	7.001
89.126	5	association_1_same_context	5	1	S	head	85.125	3	88.126	1	94.126	3.5
97.626	5	association_2_same_context	5	2	S	head	85.125	3	88.126	9.5	102.626	8
110.626	5	association_1_different_context	6	1	D	body	105.643	4	109.626	1	115.626	3.5
119.126	5	association_2_different_context	6	2	D	body	105.643	4	109.626	9.5	124.126	9.001
133.127	5	association_1_same_context	7	1	S	line	127.127	5	132.127	1	138.127	3.5
141.627	5	association_2_same_context	7	2	S	line	127.127	5	132.127	9.5	146.627	9
155.627	5.001	association_1_same_context	8	1	S	hand	149.644	5	154.627	1	160.628	3.5
164.128	5	association_2_same_context	8	2	S	hand	149.644	5	154.627	9.501	169.128	8.5
177.628	5	association_1_different_context	9	1	D	cast	172.128	4.5	176.611	1.017	182.628	3.5
186.128	5	association_2_different_context	9	2	D	cast	172.128	4.5	176.611	9.517	191.128	8.501
199.629	4.983	association_1_different_context	10	1	D	sign	194.129	4.5	198.612	1.017	204.612	3.5
208.112	5	association_2_different_context	10	2	D	sign	194.129	4.5	198.612	9.5	213.112	-207.986
