onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.014	15	Synonym	deter	10.013	3	28.014	5
36.014	15.001	Synonym	guard	33.014	3	51.015	5
61.015	15	Synonym	banned	56.031	5	76.015	5
86.016	15	Synonym	overtaken	81.015	5	101.016	5
110.016	15.001	Synonym	administering	106.016	4	125.017	5
134.017	15	Synonym	split	130.034	4	149.017	5
168.018	15	Hypothesis	desert1	164.018	4	183.018	5
192.019	15	Hypothesis	largecity2	188.035	4	207.019	5
215.019	15.001	Hypothesis	zoo1	212.019	3	230.02	5
238.02	15	Hypothesis	smallvillage2	235.036	3	253.02	5
263.021	15	Hypothesis	earth3	258.02	5	278.021	5
288.021	15.001	Hypothesis	ocean1	283.021	5	303.022	5
322.022	15.001	Hypothesis	bottom	318.022	4	337.023	5
345.023	15	Hypothesis	beach	342.023	3	360.023	5
370.024	15	Hypothesis	highway	365.023	5	385.024	5
394.024	15.001	Hypothesis	largecity1	390.024	4	409.025	5
419.025	15	Hypothesis	forest2	414.025	5	434.025	5
442.026	15	Hypothesis	newplanet	439.026	3	457.026	5
477.027	15	Synonym	use	472.026	5	492.027	5
501.027	15.001	Synonym	grown	497.027	4	516.028	5
525.028	15	Synonym	refracted	521.028	4	540.028	5
550.012	15	Synonym	crumble	545.028	5	565.012	5
573.013	15	Synonym	sleep	570.029	3	588.013	5
596.013	15.001	Synonym	allow	593.03	3	611.014	5
