onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.504	18.5	AUT	candle	10.004	1.5
31.504	18.501	AUT	bucket	30.004	1.5
51.505	18.5	AUT	pillow	50.005	1.5
71.505	18.501	AUT	fork	70.005	1.5
91.506	18.501	AUT	brick	90.006	1.5
111.507	28.5	AUT	lamp	110.007	1.5
141.507	18.501	META	picture	140.007	1.5
161.508	18.501	META	swimmer	160.008	1.5
181.509	18.5	META	hat	180.009	1.5
201.509	18.501	META	bread	200.009	1.5
221.51	18.5	META	star	220.01	1.5
241.527	28.484	META	room	240.01	1.517
271.511	18.501	DA	grass	270.011	1.5
291.528	18.501	DA	sword	290.012	1.516
311.496	18.5	DA	glove	310.029	1.467
331.513	18.5	DA	statue	329.996	1.517
351.497	18.517	DA	palace	350.013	1.484
371.514	28.501	DA	subway	370.014	1.5
401.515	18.5	BAT	big_open	400.015	1.5
421.515	18.501	BAT	sweet_soft	420.015	1.5
441.516	18.5	BAT	round_white	440.016	1.5
461.516	18.501	BAT	liquid_healthy	460.016	1.5
481.517	18.501	BAT	small_wet	480.017	1.5
501.518	28.5	BAT	smooth_angular	500.018	1.5
531.518	18.501	CA	bench	530.018	1.5
551.519	18.501	CA	coat	550.019	1.5
571.52	18.5	CA	costume	570.02	1.5
591.52	18.501	CA	dock	590.02	1.5
611.521	18.5	CA	drum	610.021	1.5
