onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.019	15.001	Synonym	received	10.019	5	30.02	5
39.02	15	Synonym	notice	35.02	4	54.02	5
62.021	15	Synonym	mutating	59.021	3	77.021	5
87.021	15.001	Synonym	eating	82.021	5	102.022	5
110.022	15	Synonym	evolve	107.022	3	125.022	5
134.023	15	Synonym	taught	130.023	4	149.023	5
167.024	15	Hypothesis	island	164.024	3	182.024	5
192.024	15.001	Hypothesis	abandoned	187.024	5	207.025	5
216.025	15.001	Hypothesis	hospital	212.025	4	231.026	5
240.026	15	Hypothesis	corporation1	236.025	4	255.026	5
263.026	15.001	Hypothesis	earth1	260.026	3	278.027	5
288.027	15	Hypothesis	pond	283.027	5	303.027	5
321.028	15	Hypothesis	forest1	318.028	3	336.028	5
346.012	15	Hypothesis	university	341.028	5	361.012	5
370.013	15	Hypothesis	desert2	366.012	4	385.013	5
394.013	15.001	Hypothesis	city	390.013	4	409.014	5
417.014	15	Hypothesis	jungle	414.014	3	432.014	5
442.015	15	Hypothesis	earth4	437.014	5	457.015	5
477.015	15.001	Synonym	stain	472.015	5	492.016	5
502.016	15.001	Synonym	claim	497.016	5	517.017	5
526.017	15	Synonym	spills	522.017	4	541.017	5
549.017	15.001	Synonym	removed	546.017	3	564.018	5
572.018	15.001	Synonym	vanished	569.018	3	587.019	5
596.019	15	Synonym	seek	592.019	4	611.019	5
