onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.522	18.5	BAT	slow_thick	10.022	1.5
31.522	18.501	BAT	fresh_green	30.022	1.5
51.523	18.5	BAT	dry_brown	50.023	1.5
71.523	18.501	BAT	fast_exciting	70.023	1.5
91.524	18.5	BAT	precious_hard	90.024	1.5
111.525	28.5	BAT	heavy_warm	110.024	1.501
141.525	18.501	DA	alley	140.025	1.5
161.526	18.5	DA	log	160.026	1.5
181.526	18.501	DA	seat	180.026	1.5
201.527	18.501	DA	coin	200.027	1.5
221.528	18.5	DA	fence	220.028	1.5
241.528	28.484	DA	branch	240.028	1.5
271.512	18.501	META	dog	270.012	1.5
291.513	18.5	META	wind	290.013	1.5
311.514	18.5	META	friend	310.013	1.501
331.514	18.501	META	sun	330.014	1.5
351.515	18.5	META	plant	350.015	1.5
371.515	28.501	META	pillow	370.015	1.5
401.516	18.501	CA	gum	400.016	1.5
421.517	18.5	CA	ladder	420.017	1.5
441.517	18.501	CA	mail	440.017	1.5
461.518	18.5	CA	screen	460.018	1.5
481.518	18.501	CA	robot	480.018	1.5
501.519	28.501	CA	train	500.019	1.5
531.52	18.5	AUT	knife	530.02	1.5
551.52	18.501	AUT	broom	550.02	1.5
571.521	18.5	AUT	pencil	570.021	1.5
591.521	18.501	AUT	lighter	590.021	1.5
611.522	18.5	AUT	purse	610.022	1.5
