onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.514	18.5	CA	gum	10.014	1.5
31.514	18.501	CA	ladder	30.014	1.5
51.515	18.5	CA	mail	50.015	1.5
71.515	18.501	CA	purse	70.015	1.5
91.516	18.5	CA	robot	90.016	1.5
111.516	28.501	CA	train	110.016	1.5
141.517	18.501	DA	alley	140.017	1.5
161.518	18.5	DA	log	160.018	1.5
181.518	18.501	DA	seat	180.018	1.5
201.519	18.5	DA	coin	200.019	1.5
221.519	18.501	DA	fence	220.019	1.5
241.52	28.501	DA	branch	240.02	1.5
271.521	18.5	BAT	slow_thick	270.021	1.5
291.521	18.501	BAT	fresh_green	290.021	1.5
311.522	18.5	BAT	dry_brown	310.022	1.5
331.522	18.501	BAT	fast_exciting	330.022	1.5
351.523	18.5	BAT	precious_hard	350.023	1.5
371.523	28.501	BAT	heavy_warm	370.023	1.5
401.524	18.501	AUT	knife	400.024	1.5
421.525	18.5	AUT	broom	420.025	1.5
441.525	18.501	AUT	pencil	440.025	1.5
461.526	18.5	AUT	lighter	460.026	1.5
481.527	18.5	AUT	purse	480.026	1.501
501.527	28.501	AUT	belt	500.027	1.5
531.528	18.5	META	dog	530.028	1.5
551.528	18.484	META	wind	550.028	1.5
571.512	18.501	META	friend	570.012	1.5
591.513	18.5	META	sun	590.013	1.5
611.514	18.5	META	plant	610.013	1.501
