onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.025	15	Hypothesis	desert1	10.024	4	29.025	5
37.025	15.001	Hypothesis	largecity2	34.025	3	52.026	5
62.026	15	Hypothesis	zoo1	57.026	5	77.026	5
86.026	15.001	Hypothesis	smallvillage2	82.026	4	101.027	5
109.027	15.001	Hypothesis	earth3	106.044	3	124.028	5
134.011	15.017	Hypothesis	ocean1	129.028	5	149.028	5
169.012	15.001	Synonym	deter	164.029	5	184.013	5
192.013	15	Synonym	guard	189.029	3	207.013	5
217.013	15.001	Synonym	banned	212.03	5	232.014	5
240.014	15	Synonym	overtaken	237.031	3	255.014	5
264.015	15	Synonym	administering	260.031	4	279.015	5
288.015	15.001	Synonym	split	284.032	4	303.016	5
321.016	15.001	Synonym	use	318.016	3	336.017	5
345.017	15	Synonym	grown	341.017	4	360.017	5
370.018	15	Synonym	refracted	365.018	5	385.018	5
395.018	15.001	Synonym	crumble	390.035	5	410.019	5
419.019	15	Synonym	sleep	415.019	4	434.019	5
442.02	15	Synonym	allow	439.02	3	457.02	5
476.021	15	Hypothesis	bottom	472.02	4	491.021	5
499.021	15.001	Hypothesis	beach	496.038	3	514.022	5
523.022	15	Hypothesis	highway	519.022	4	538.022	5
548.023	14.983	Hypothesis	largecity1	543.022	5	563.006	5
573.007	15	Hypothesis	forest2	568.006	5	588.007	5
596.007	15.001	Hypothesis	newplanet	593.024	3	611.008	5
