onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.011	15.001	Synonym	deter	10.011	4	29.012	5
36.995	15.001	Synonym	guard	34.029	3	51.996	5
61.996	15	Synonym	banned	56.996	5	76.996	5
86.997	15	Synonym	overtaken	81.997	5	101.997	5
109.997	15.001	Synonym	administering	107.014	3	124.998	5
133.998	15	Synonym	split	129.998	4	148.998	5
166.999	15	Hypothesis	desert1	163.999	3	181.999	5
191	15	Hypothesis	largecity2	187	4	206	5
216.017	14.984	Hypothesis	zoo1	211	5	231.001	5
241.018	15	Hypothesis	smallvillage2	236.001	5	256.018	5
265.018	15.001	Hypothesis	earth3	261.018	4	280.019	5
288.019	15	Hypothesis	ocean1	285.019	3	303.019	5
321.02	15	Hypothesis	bottom	318.02	3	336.02	5
345.021	15	Hypothesis	beach	341.021	4	360.021	5
369.021	15.001	Hypothesis	highway	365.021	4	384.022	5
392.022	15	Hypothesis	largecity1	389.022	3	407.022	5
417.023	15	Hypothesis	forest2	412.023	5	432.023	5
442.023	15.001	Hypothesis	newplanet	437.023	5	457.024	5
476.024	15.001	Synonym	use	472.024	4	491.025	5
501.025	15.001	Synonym	grown	496.025	5	516.026	5
526.026	15	Synonym	refracted	521.026	5	541.026	5
549.026	15.001	Synonym	crumble	546.026	3	564.027	5
572.027	15	Synonym	sleep	569.027	3	587.027	5
596.028	15	Synonym	allow	592.028	4	611.028	5
