onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.138	4.982	association_1_same_context	1	1	S	edge	1.124	5	6.139	0.999	12.12	3.499
15.619	4.998	association_2_same_context	1	2	S	edge	1.124	5	6.139	9.48	20.617	6.998
27.615	4.998	association_1_different_context	2	1	D	press	23.616	3	26.615	1	32.613	3.516
36.129	4.998	association_2_different_context	2	2	D	press	23.616	3	26.615	9.514	41.127	8.497
49.624	4.998	association_1_different_context	3	1	D	group	44.126	4.5	48.624	1	54.622	3.499
58.121	4.998	association_2_different_context	3	2	D	group	44.126	4.5	48.624	9.497	63.119	6.998
70.117	4.998	association_1_same_context	4	1	S	slip	66.118	3	69.117	1	75.115	3.499
78.614	4.998	association_2_same_context	4	2	S	slip	66.118	3	69.117	9.497	83.612	8.514
92.126	5.015	association_1_same_context	5	1	S	head	86.628	4.5	91.127	0.999	97.141	3.482
100.623	4.999	association_2_same_context	5	2	S	head	86.628	4.5	91.127	9.496	105.622	7.497
113.119	4.998	association_1_different_context	6	1	D	body	108.621	3.5	112.119	1	118.117	3.499
121.616	4.999	association_2_different_context	6	2	D	body	108.621	3.5	112.119	9.497	126.615	9.013
135.628	4.999	association_1_same_context	7	1	S	line	129.614	5	134.629	0.999	140.627	3.515
144.142	4.982	association_2_same_context	7	2	S	line	129.614	5	134.629	9.513	149.124	7.497
156.621	4.998	association_1_same_context	8	1	S	hand	152.123	3.5	155.621	1	161.619	3.499
165.118	4.999	association_2_same_context	8	2	S	hand	152.123	3.5	155.621	9.497	170.117	7.997
178.114	4.998	association_1_different_context	9	1	D	cast	173.116	4	177.114	1	183.112	3.516
186.628	5.015	association_2_different_context	9	2	D	cast	173.116	4	177.114	9.514	191.643	7.98
199.623	4.999	association_1_different_context	10	1	D	sign	194.625	4	198.624	0.999	204.622	3.498
208.12	4.999	association_2_different_context	10	2	D	sign	194.625	4	198.624	9.496	213.119	-206.496
