onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
13.996	15	Hypothesis	island	9.996	4	28.996	5
38.997	15	Hypothesis	abandoned	33.997	5	53.997	5
63.997	15.001	Hypothesis	hospital	59.014	5	78.998	5
87.998	15.001	Hypothesis	corporation1	83.998	4	102.999	5
110.999	15	Hypothesis	earth1	108.032	3	125.999	5
133.999	15.001	Hypothesis	pond	131.016	3	149	5
169	15.001	Synonym	received	164	5	184.001	5
193.001	15.001	Synonym	notice	189.018	4	208.002	5
218.002	15	Synonym	mutating	213.002	5	233.002	5
242.003	15	Synonym	eating	238.036	4	257.003	5
265.003	15.001	Synonym	evolve	262.036	3	280.004	5
288.004	15.017	Synonym	taught	285.02	3	303.021	5
322.022	15	Synonym	stain	318.021	4	337.022	5
345.022	15.001	Synonym	claim	342.022	3	360.023	5
369.023	15	Synonym	spills	365.039	4	384.023	5
392.024	15	Synonym	removed	389.04	3	407.024	5
417.024	15.001	Synonym	vanished	412.024	5	432.025	5
442.025	15	Synonym	seek	437.025	5	457.025	5
475.026	15	Hypothesis	forest1	472.026	3	490.026	5
500.027	15	Hypothesis	university	495.043	5	515.027	5
524.027	15.001	Hypothesis	desert2	520.027	4	539.028	5
549.011	15.017	Hypothesis	city	544.028	5	564.028	5
572.012	15.001	Hypothesis	jungle	569.029	3	587.013	5
596.013	15	Hypothesis	earth4	592.029	4	611.013	5
