onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.622	5	association_1_same_context	41	1	S	quarter	1.121	3.5	4.622	1	10.622	3.5
14.122	5	association_2_same_context	41	2	S	quarter	1.121	3.5	4.622	9.5	19.122	7
26.122	5	association_1_different_context	42	1	D	peak	22.139	3	25.122	1	31.122	3.5
34.622	5.001	association_2_different_context	42	2	D	peak	22.139	3	25.122	9.5	39.623	9
48.623	5	association_1_different_context	43	1	D	dip	42.623	5	47.623	1	53.623	3.5
57.123	5.001	association_2_different_context	43	2	D	dip	42.623	5	47.623	9.5	62.124	7.999
70.123	5.001	association_1_different_context	44	1	D	sweep	65.14	4	69.123	1	75.124	3.5
78.624	5	association_2_different_context	44	2	D	sweep	65.14	4	69.123	9.501	83.624	7.983
91.607	5.001	association_1_different_context	45	1	D	foot	86.607	4	90.607	1	96.608	3.5
100.108	5	association_2_different_context	45	2	D	foot	86.607	4	90.607	9.501	105.108	7.5
112.608	5	association_1_same_context	46	1	S	suit	108.108	3.5	111.608	1	117.608	3.5
121.108	5	association_2_same_context	46	2	S	suit	108.108	3.5	111.608	9.5	126.108	8.501
134.609	5	association_1_same_context	47	1	S	mix	129.108	4.5	133.609	1	139.609	3.5
143.109	5	association_2_same_context	47	2	S	mix	129.108	4.5	133.609	9.5	148.109	9
157.109	5	association_1_different_context	48	1	D	trail	151.126	5	156.109	1	162.109	3.5
165.609	5.001	association_2_different_context	48	2	D	trail	151.126	5	156.109	9.5	170.61	7
177.61	5	association_1_same_context	49	1	S	chunk	173.61	3	176.61	1	182.61	3.5
186.11	5	association_2_same_context	49	2	S	chunk	173.61	3	176.61	9.5	191.11	8.5
199.61	5.001	association_1_same_context	50	1	S	scrap	194.11	4.5	198.61	1	204.611	3.5
208.111	5	association_2_same_context	50	2	S	scrap	194.11	4.5	198.61	9.501	213.111	-207.486
