onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.125	5	association_1_same_context	1	1	S	edge	1.125	3	4.125	1	10.125	3.5
13.625	5.001	association_2_same_context	1	2	S	edge	1.125	3	4.125	9.5	18.626	9
27.626	5	association_1_different_context	2	1	D	press	21.626	5	26.626	1	32.626	3.5
36.126	5	association_2_different_context	2	2	D	press	21.626	5	26.626	9.5	41.126	9.001
50.127	5	association_1_different_context	3	1	D	group	44.143	5	49.126	1.001	55.127	3.5
58.627	5	association_2_different_context	3	2	D	group	44.143	5	49.126	9.501	63.627	8
71.627	5	association_1_same_context	4	1	S	slip	66.644	4	70.627	1	76.627	3.5
80.127	5.001	association_2_same_context	4	2	S	slip	66.644	4	70.627	9.5	85.128	7.5
92.628	5	association_1_same_context	5	1	S	head	88.128	3.5	91.628	1	97.628	3.5
101.128	5	association_2_same_context	5	2	S	head	88.128	3.5	91.628	9.5	106.128	7
113.128	5	association_1_different_context	6	1	D	body	109.128	3	112.112	1.016	118.128	3.484
121.612	5	association_2_different_context	6	2	D	body	109.128	3	112.112	9.5	126.612	8.5
135.112	5	association_1_same_context	7	1	S	line	129.629	4.5	134.112	1	140.112	3.501
143.613	5	association_2_same_context	7	2	S	line	129.629	4.5	134.112	9.501	148.613	7.5
156.113	5	association_1_same_context	8	1	S	hand	151.646	3.5	155.113	1	161.113	3.5
164.613	5	association_2_same_context	8	2	S	hand	151.646	3.5	155.113	9.5	169.613	8.501
178.114	5	association_1_different_context	9	1	D	cast	172.613	4.5	177.113	1.001	183.114	3.5
186.614	5	association_2_different_context	9	2	D	cast	172.613	4.5	177.113	9.501	191.614	8
199.614	5	association_1_different_context	10	1	D	sign	194.631	4	198.614	1	204.614	3.5
208.114	5.001	association_2_different_context	10	2	D	sign	194.631	4	198.614	9.5	213.115	-205.995
