onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.127	5	association_1_same_context	1	1	S	edge	1.127	3	4.127	1	10.127	3.5
13.627	5	association_2_same_context	1	2	S	edge	1.127	3	4.127	9.5	18.627	9
27.627	5.001	association_1_different_context	2	1	D	press	21.644	5	26.627	1	32.628	3.5
36.128	5	association_2_different_context	2	2	D	press	21.644	5	26.627	9.501	41.128	7.5
48.628	5	association_1_different_context	3	1	D	group	44.145	3.5	47.628	1	53.628	3.5
57.128	5	association_2_different_context	3	2	D	group	44.145	3.5	47.628	9.5	62.128	8.501
70.629	4.983	association_1_same_context	4	1	S	slip	65.128	4.5	69.612	1.017	75.612	3.5
79.112	5	association_2_same_context	4	2	S	slip	65.128	4.5	69.612	9.5	84.112	8.001
92.113	5	association_1_same_context	5	1	S	head	87.129	4	91.113	1	97.113	3.5
100.613	5	association_2_same_context	5	2	S	head	87.129	4	91.113	9.5	105.613	7.5
113.113	5	association_1_different_context	6	1	D	body	108.646	3.5	112.113	1	118.113	3.5
121.613	5.001	association_2_different_context	6	2	D	body	108.646	3.5	112.113	9.5	126.614	8.5
135.114	5	association_1_same_context	7	1	S	line	129.63	4.5	134.114	1	140.114	3.5
143.614	5	association_2_same_context	7	2	S	line	129.63	4.5	134.114	9.5	148.614	8
156.614	5.001	association_1_same_context	8	1	S	hand	151.648	4	155.614	1	161.615	3.5
165.115	5	association_2_same_context	8	2	S	hand	151.648	4	155.614	9.501	170.115	9
179.115	5	association_1_different_context	9	1	D	cast	173.131	5	178.115	1	184.115	3.5
187.615	5	association_2_different_context	9	2	D	cast	173.131	5	178.115	9.5	192.615	7.001
199.616	5	association_1_different_context	10	1	D	sign	195.615	3	198.616	1	204.616	3.5
208.116	5	association_2_different_context	10	2	D	sign	195.615	3	198.616	9.5	213.116	-206
