onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
7.116	5	association_1_same_context	11	1	S	blow	1.116	5	6.116	1	12.116	3.5
15.616	5.001	association_2_same_context	11	2	S	blow	1.116	5	6.116	9.5	20.617	8.5
29.117	5	association_1_different_context	12	1	D	globe	23.633	4.5	28.117	1	34.117	3.5
37.617	5	association_2_different_context	12	2	D	globe	23.633	4.5	28.117	9.5	42.617	7
49.617	5.001	association_1_same_context	13	1	S	leap	45.634	3	48.617	1	54.618	3.5
58.118	5	association_2_same_context	13	2	S	leap	45.634	3	48.617	9.501	63.118	8
71.118	5	association_1_different_context	14	1	D	guide	66.135	4	70.118	1	76.118	3.5
79.618	5	association_2_different_context	14	2	D	guide	66.135	4	70.118	9.5	84.618	7.001
91.619	5	association_1_different_context	15	1	D	stage	87.635	3	90.619	1	96.619	3.5
100.119	5	association_2_different_context	15	2	D	stage	87.635	3	90.619	9.5	105.119	8.5
113.619	5	association_1_different_context	16	1	D	scratch	108.136	4.5	112.619	1	118.619	3.5
122.119	5.001	association_2_different_context	16	2	D	scratch	108.136	4.5	112.619	9.5	127.12	7.5
134.62	5	association_1_same_context	17	1	S	note	130.136	3.5	133.62	1	139.62	3.5
143.12	5	association_2_same_context	17	2	S	note	130.136	3.5	133.62	9.5	148.12	9
157.12	5.001	association_1_same_context	18	1	S	study	151.137	5	156.12	1	162.121	3.5
165.621	5	association_2_same_context	18	2	S	study	151.137	5	156.12	9.501	170.621	7.5
178.121	5	association_1_different_context	19	1	D	piece	173.638	3.5	177.121	1	183.121	3.5
186.621	5	association_2_different_context	19	2	D	piece	173.638	3.5	177.121	9.5	191.621	8.001
199.622	5	association_1_same_context	20	1	S	stem	194.638	4	198.622	1	204.622	3.5
208.122	5	association_2_same_context	20	2	S	stem	194.638	4	198.622	9.5	213.122	-207.007
