onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.014	15	Hypothesis	desert1	9.997	5	30.014	5
38.998	15	Hypothesis	largecity2	35.031	4	53.998	5
64.015	15.001	Hypothesis	zoo1	59.032	5	79.016	5
87.016	15	Hypothesis	smallvillage2	84.032	3	102.016	5
111.017	15	Hypothesis	earth3	107.05	4	126.017	5
134.017	15.001	Hypothesis	ocean1	131.017	3	149.018	5
168.018	15.001	Synonym	deter	164.018	4	183.019	5
191.019	15	Synonym	guard	188.035	3	206.019	5
216.02	15	Synonym	banned	211.036	5	231.02	5
241.02	15.001	Synonym	overtaken	236.02	5	256.021	5
264.021	15	Synonym	administering	261.038	3	279.021	5
288.022	15	Synonym	split	284.038	4	303.022	5
323.023	15	Synonym	use	318.022	5	338.023	5
346.023	15.001	Synonym	grown	343.04	3	361.024	5
370.024	15	Synonym	refracted	366.024	4	385.024	5
393.025	15	Synonym	crumble	390.041	3	408.025	5
418.025	15.001	Synonym	sleep	413.025	5	433.026	5
442.026	15	Synonym	allow	438.026	4	457.026	5
477.027	15	Hypothesis	bottom	472.027	5	492.027	5
500.028	15	Hypothesis	beach	497.044	3	515.028	5
524.012	15.017	Hypothesis	highway	520.045	4	539.029	5
549.012	15.001	Hypothesis	largecity1	544.045	5	564.013	5
573.013	15	Hypothesis	forest2	569.03	4	588.013	5
596.014	15	Hypothesis	newplanet	593.03	3	611.014	5
