onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
15.015	15.001	Synonym	received	10.015	5	30.016	5
40.016	15	Synonym	notice	35.016	5	55.016	5
63.016	15.001	Synonym	mutating	60.016	3	78.017	5
87.017	15.001	Synonym	eating	83.017	4	102.018	5
110.018	15	Synonym	evolve	107.018	3	125.018	5
134.018	15.001	Synonym	taught	130.018	4	149.019	5
168.019	15.001	Hypothesis	island	164.019	4	183.02	5
191.02	15	Hypothesis	abandoned	188.02	3	206.02	5
214.021	15	Hypothesis	hospital	211.021	3	229.021	5
238.021	15.001	Hypothesis	corporation1	234.021	4	253.022	5
263.022	15	Hypothesis	earth1	258.022	5	278.022	5
288.023	15	Hypothesis	pond	283.023	5	303.023	5
323.024	15	Hypothesis	forest1	318.024	5	338.024	5
347.024	15.001	Hypothesis	university	343.024	4	362.025	5
372.025	15	Hypothesis	desert2	367.025	5	387.025	5
396.026	15	Hypothesis	city	392.026	4	411.026	5
419.026	15.001	Hypothesis	jungle	416.026	3	434.027	5
442.027	15	Hypothesis	earth4	439.027	3	457.027	5
476.028	15	Synonym	stain	472.028	4	491.028	5
501.029	15	Synonym	claim	496.028	5	516.029	5
524.029	15.001	Synonym	spills	521.029	3	539.03	5
548.013	15.001	Synonym	removed	544.013	4	563.014	5
573.014	15	Synonym	vanished	568.014	5	588.014	5
596.015	15	Synonym	seek	593.015	3	611.015	5
