onset	duration	trial_type	stimulus	stimulus_onset	stimulus_duration
11.519	18.5	AUT	candle	10.019	1.5
31.519	18.501	AUT	bucket	30.019	1.5
51.52	18.5	AUT	pillow	50.02	1.5
71.52	18.501	AUT	fork	70.02	1.5
91.521	18.501	AUT	brick	90.021	1.5
111.522	28.5	AUT	lamp	110.022	1.5
141.522	18.501	META	picture	140.022	1.5
161.523	18.5	META	swimmer	160.023	1.5
181.524	18.5	META	hat	180.023	1.501
201.524	18.501	META	bread	200.024	1.5
221.525	18.5	META	star	220.025	1.5
241.525	28.501	META	room	240.025	1.5
271.526	18.501	DA	grass	270.026	1.5
291.527	18.5	DA	sword	290.027	1.5
311.527	18.501	DA	glove	310.027	1.5
331.528	18.5	DA	statue	330.028	1.5
351.528	18.484	DA	palace	350.028	1.5
371.512	28.501	DA	subway	370.012	1.5
401.513	18.501	BAT	big_open	400.013	1.5
421.514	18.5	BAT	sweet_soft	420.014	1.5
441.514	18.501	BAT	round_white	440.014	1.5
461.515	18.5	BAT	liquid_healthy	460.015	1.5
481.515	18.501	BAT	small_wet	480.015	1.5
501.516	28.501	BAT	smooth_angular	500.016	1.5
531.517	18.5	CA	bench	530.017	1.5
551.517	18.501	CA	coat	550.017	1.5
571.518	18.5	CA	costume	570.018	1.5
591.518	18.501	CA	dock	590.018	1.5
611.519	18.501	CA	drum	610.019	1.5
