onset	duration	trial_type	stimulus	fix_onset	fix_duration	response_onset	response_duration
14.021	15	Synonym	received	10.021	4	29.021	5
39.022	15	Synonym	notice	34.038	5	54.022	5
64.022	15.001	Synonym	mutating	59.039	5	79.023	5
87.023	15.001	Synonym	eating	84.04	3	102.024	5
111.024	15	Synonym	evolve	107.04	4	126.024	5
134.024	15.001	Synonym	taught	131.041	3	149.025	5
167.025	15.001	Hypothesis	island	164.025	3	182.026	5
191.026	15	Hypothesis	abandoned	187.026	4	206.026	5
216.027	15	Hypothesis	hospital	211.027	5	231.027	5
240.027	15.001	Hypothesis	corporation1	236.027	4	255.028	5
265.028	15.001	Hypothesis	earth1	260.028	5	280.029	5
288.012	15.001	Hypothesis	pond	285.029	3	303.013	5
320.996	15.001	Hypothesis	forest1	318.013	3	335.997	5
344.997	15.001	Hypothesis	university	341.014	4	359.998	5
369.998	15	Hypothesis	desert2	365.014	5	384.998	5
392.998	15.001	Hypothesis	city	390.015	3	407.999	5
416.999	15.001	Hypothesis	jungle	413.016	4	432	5
442	15	Hypothesis	earth4	437.016	5	457	5
476.001	15	Synonym	stain	472.001	4	491.001	5
501.002	15	Synonym	claim	496.018	5	516.002	5
526.002	15.001	Synonym	spills	521.019	5	541.003	5
550.003	15	Synonym	removed	546.003	4	565.003	5
573.004	15	Synonym	vanished	570.02	3	588.004	5
596.004	15.001	Synonym	seek	593.021	3	611.005	5
