onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.614	5	association_1_same_context	11	1	S	blow	1.114	3.5	4.614	1	10.614	3.5
14.114	5	association_2_same_context	11	2	S	blow	1.114	3.5	4.614	9.5	19.114	8.5
27.614	5	association_1_different_context	12	1	D	globe	22.114	4.5	26.614	1	32.614	3.501
36.115	5	association_2_different_context	12	2	D	globe	22.114	4.5	26.614	9.501	41.115	8
49.115	5	association_1_same_context	13	1	S	leap	44.115	4	48.115	1	54.115	3.5
57.615	5	association_2_same_context	13	2	S	leap	44.115	4	48.115	9.5	62.615	8
70.615	5.001	association_1_different_context	14	1	D	guide	65.615	4	69.615	1	75.616	3.5
79.116	5	association_2_different_context	14	2	D	guide	65.615	4	69.615	9.501	84.116	7
91.116	5	association_1_different_context	15	1	D	stage	87.116	3	90.116	1	96.116	3.5
99.616	5	association_2_different_context	15	2	D	stage	87.116	3	90.116	9.5	104.616	7.001
111.617	5	association_1_different_context	16	1	D	scratch	107.616	3	110.617	1	116.617	3.5
120.117	5	association_2_different_context	16	2	D	scratch	107.616	3	110.617	9.5	125.117	7.5
132.617	5	association_1_same_context	17	1	S	note	128.117	3.5	131.617	1	137.617	3.5
141.117	5	association_2_same_context	17	2	S	note	128.117	3.5	131.617	9.5	146.117	8.501
154.618	5	association_1_same_context	18	1	S	study	149.118	4.5	153.618	1	159.618	3.5
163.118	5	association_2_same_context	18	2	S	study	149.118	4.5	153.618	9.5	168.118	9
177.118	5	association_1_different_context	19	1	D	piece	171.118	5	176.118	1	182.118	3.501
185.619	5	association_2_different_context	19	2	D	piece	171.118	5	176.118	9.501	190.619	9
199.619	5	association_1_same_context	20	1	S	stem	193.619	5	198.619	1	204.619	3.5
208.119	5	association_2_same_context	20	2	S	stem	193.619	5	198.619	9.5	213.119	-206.505
