onset	duration	trial_type	trial	association_number	context	cue	fix_onset	fix_duration	prompt_onset	prompt_duration	speak_onset	speak_duration
5.128	5	association_1_same_context	1	1	S	edge	1.128	3	4.128	1	10.128	3.5
13.628	5	association_2_same_context	1	2	S	edge	1.128	3	4.128	9.5	18.628	7.5
26.128	5.001	association_1_different_context	2	1	D	press	21.628	3.5	25.112	1.016	31.129	3.5
34.629	4.983	association_2_different_context	2	2	D	press	21.628	3.5	25.112	9.517	39.612	8.5
48.112	5	association_1_different_context	3	1	D	group	42.612	4.5	47.112	1	53.112	3.501
56.613	5	association_2_different_context	3	2	D	group	42.612	4.5	47.112	9.501	61.613	7.5
69.113	5	association_1_same_context	4	1	S	slip	64.613	3.5	68.113	1	74.113	3.5
77.613	5	association_2_same_context	4	2	S	slip	64.613	3.5	68.113	9.5	82.613	8.5
91.113	5.001	association_1_same_context	5	1	S	head	85.613	4.5	90.113	1	96.114	3.5
99.614	5	association_2_same_context	5	2	S	head	85.613	4.5	90.113	9.501	104.614	8
112.614	5	association_1_different_context	6	1	D	body	107.614	4	111.614	1	117.614	3.5
121.114	5	association_2_different_context	6	2	D	body	107.614	4	111.614	9.5	126.114	9.001
135.115	5	association_1_same_context	7	1	S	line	129.114	5	134.115	1	140.115	3.5
143.615	5	association_2_same_context	7	2	S	line	129.114	5	134.115	9.5	148.615	7
155.615	5	association_1_same_context	8	1	S	hand	151.615	3	154.615	1	160.615	3.5
164.115	5.001	association_2_same_context	8	2	S	hand	151.615	3	154.615	9.5	169.116	8
177.116	5	association_1_different_context	9	1	D	cast	172.116	4	176.116	1	182.116	3.5
185.616	5	association_2_different_context	9	2	D	cast	172.116	4	176.116	9.5	190.616	9
199.616	5	association_1_different_context	10	1	D	sign	193.616	5	198.616	1	204.616	3.501
208.117	5	association_2_different_context	10	2	D	sign	193.616	5	198.616	9.501	213.117	-207.503
